,MLII,V1,symbol
0,-0.08,0.135,
1,-0.08,0.135,
2,-0.08,0.135,
3,-0.08,0.135,
4,-0.08,0.135,
5,-0.08,0.135,
6,-0.08,0.135,
7,-0.08,0.135,
8,-0.075,0.135,
9,-0.075,0.145,
10,-0.09,0.155,
11,-0.065,0.175,
12,-0.055,0.18,
13,-0.05,0.175,
14,-0.05,0.165,
15,-0.065,0.145,
16,-0.07,0.145,
17,-0.075,0.15,
18,-0.08,0.15,
19,-0.08,0.15,
20,-0.085,0.15,
21,-0.085,0.155,
22,-0.095,0.155,
23,-0.075,0.17,
24,-0.07,0.175,
25,-0.065,0.17,
26,-0.06,0.145,
27,-0.07,0.14,
28,-0.075,0.135,
29,-0.075,0.15,
30,-0.08,0.155,
31,-0.075,0.145,
32,-0.07,0.14,
33,-0.06,0.145,
34,-0.065,0.17,
35,-0.055,0.185,
36,-0.055,0.17,
37,-0.05,0.17,
38,-0.05,0.15,
39,-0.05,0.14,
40,-0.06,0.135,
41,-0.065,0.145,
42,-0.065,0.145,
43,-0.08,0.145,
44,-0.065,0.15,
45,-0.065,0.14,
46,-0.06,0.16,
47,-0.055,0.17,
48,-0.055,0.17,
49,-0.05,0.17,
50,-0.05,0.14,
51,-0.065,0.14,
52,-0.065,0.13,+
53,-0.06,0.15,
54,-0.05,0.155,
55,-0.05,0.145,
56,-0.045,0.15,
57,-0.045,0.14,
58,-0.05,0.15,
59,-0.05,0.17,
60,-0.05,0.175,
61,-0.045,0.165,
62,-0.055,0.155,
63,-0.05,0.14,
64,-0.065,0.14,
65,-0.08,0.14,
66,-0.08,0.15,
67,-0.065,0.15,
68,-0.06,0.155,
69,-0.055,0.16,
70,-0.05,0.175,
71,-0.05,0.195,
72,-0.035,0.19,
73,-0.02,0.185,
74,-0.015,0.175,
75,-0.02,0.175,
76,-0.015,0.18,
77,-0.01,0.215,
78,0.005,0.195,
79,0.015,0.195,
80,0.025,0.19,
81,0.035,0.195,
82,0.06,0.205,
83,0.075,0.23,
84,0.09,0.22,
85,0.115,0.2,
86,0.135,0.18,
87,0.13,0.17,
88,0.125,0.155,
89,0.105,0.165,
90,0.095,0.165,
91,0.105,0.16,
92,0.095,0.155,
93,0.1,0.155,
94,0.105,0.175,
95,0.105,0.165,
96,0.085,0.165,
97,0.07,0.135,
98,0.045,0.1,
99,0.01,0.105,
100,-0.02,0.125,
101,-0.05,0.125,
102,-0.07,0.135,
103,-0.09,0.135,
104,-0.095,0.135,
105,-0.08,0.12,
106,-0.08,0.135,
107,-0.075,0.145,
108,-0.085,0.145,
109,-0.09,0.135,
110,-0.095,0.115,
111,-0.11,0.115,
112,-0.12,0.115,
113,-0.125,0.13,
114,-0.135,0.135,
115,-0.135,0.12,
116,-0.14,0.12,
117,-0.125,0.11,
118,-0.125,0.13,
119,-0.115,0.135,
120,-0.13,0.14,
121,-0.12,0.105,
122,-0.125,0.09,
123,-0.14,0.085,
124,-0.155,0.095,
125,-0.135,0.11,
126,-0.07,0.1,
127,0.025,0.085,
128,0.19,0.08,
129,0.395,0.075,
130,0.635,0.085,
131,0.9,0.12,
132,1.18,0.185,
133,1.415,0.26,
134,1.595,0.39,
135,1.66,0.525,N
136,1.575,0.645,
137,1.37,0.73,
138,1.065,0.735,
139,0.72,0.645,
140,0.38,0.495,
141,0.11,0.335,
142,-0.09,0.165,
143,-0.185,0.055,
144,-0.23,-0.02,
145,-0.205,-0.02,
146,-0.165,0.02,
147,-0.12,0.075,
148,-0.11,0.125,
149,-0.125,0.13,
150,-0.14,0.13,
151,-0.155,0.11,
152,-0.17,0.11,
153,-0.185,0.12,
154,-0.19,0.125,
155,-0.18,0.125,
156,-0.175,0.115,
157,-0.155,0.1,
158,-0.18,0.105,
159,-0.18,0.105,
160,-0.18,0.1,
161,-0.19,0.085,
162,-0.205,0.07,
163,-0.22,0.08,
164,-0.215,0.105,
165,-0.19,0.115,
166,-0.17,0.115,
167,-0.155,0.095,
168,-0.15,0.09,
169,-0.15,0.105,
170,-0.17,0.095,
171,-0.175,0.075,
172,-0.165,0.07,
173,-0.175,0.08,
174,-0.19,0.085,
175,-0.19,0.1,
176,-0.185,0.09,
177,-0.155,0.08,
178,-0.14,0.09,
179,-0.13,0.08,
180,-0.13,0.09,
181,-0.135,0.085,
182,-0.135,0.06,
183,-0.14,0.04,
184,-0.14,0.03,
185,-0.15,0.03,
186,-0.155,0.045,
187,-0.145,0.04,
188,-0.15,0.04,
189,-0.145,0.03,
190,-0.12,0.03,
191,-0.105,0.045,
192,-0.095,0.04,
193,-0.085,0.025,
194,-0.08,0.02,
195,-0.08,0.0,
196,-0.08,0.0,
197,-0.085,0.0,
198,-0.08,0.0,
199,-0.095,0.0,
200,-0.075,-0.01,
201,-0.07,-0.025,
202,-0.065,-0.005,
203,-0.045,0.0,
204,-0.025,-0.01,
205,-0.025,-0.01,
206,-0.02,-0.025,
207,-0.02,-0.035,
208,-0.03,-0.03,
209,-0.035,-0.04,
210,-0.03,-0.035,
211,-0.035,-0.045,
212,-0.035,-0.045,
213,-0.035,-0.04,
214,-0.035,-0.02,
215,-0.03,-0.01,
216,-0.025,-0.025,
217,-0.01,-0.03,
218,-0.01,-0.03,
219,-0.02,-0.02,
220,-0.035,-0.01,
221,-0.03,0.0,
222,-0.025,-0.005,
223,-0.01,0.0,
224,0.0,0.005,
225,0.02,0.04,
226,0.04,0.07,
227,0.065,0.085,
228,0.065,0.095,
229,0.06,0.095,
230,0.055,0.11,
231,0.075,0.12,
232,0.07,0.135,
233,0.06,0.13,
234,0.055,0.125,
235,0.045,0.11,
236,0.035,0.115,
237,0.045,0.135,
238,0.04,0.155,
239,0.045,0.15,
240,0.04,0.145,
241,0.045,0.125,
242,0.045,0.135,
243,0.03,0.15,
244,0.02,0.155,
245,0.03,0.16,
246,0.02,0.16,
247,0.025,0.14,
248,0.03,0.155,
249,0.03,0.155,
250,0.035,0.175,
251,0.035,0.18,
252,0.03,0.16,
253,0.03,0.145,
254,0.035,0.135,
255,0.035,0.14,
256,0.03,0.15,
257,0.03,0.14,
258,0.03,0.14,
259,0.025,0.13,
260,0.03,0.135,
261,0.03,0.165,
262,0.035,0.165,
263,0.04,0.175,
264,0.04,0.165,
265,0.045,0.16,
266,0.045,0.13,
267,0.03,0.125,
268,0.03,0.14,
269,0.015,0.13,
270,0.045,0.13,
271,0.045,0.135,
272,0.055,0.135,
273,0.045,0.145,
274,0.055,0.17,
275,0.06,0.175,
276,0.055,0.165,
277,0.055,0.15,
278,0.06,0.13,
279,0.045,0.11,
280,0.05,0.135,
281,0.035,0.14,
282,0.04,0.14,
283,0.05,0.13,
284,0.055,0.12,
285,0.06,0.135,
286,0.07,0.15,
287,0.08,0.175,
288,0.07,0.18,
289,0.07,0.165,
290,0.045,0.135,
291,0.045,0.125,
292,0.035,0.135,
293,0.035,0.13,
294,0.035,0.145,
295,0.045,0.13,
296,0.05,0.13,
297,0.045,0.13,
298,0.055,0.15,
299,0.06,0.165,
300,0.065,0.165,
301,0.055,0.155,
302,0.07,0.135,
303,0.065,0.135,
304,0.055,0.155,
305,0.055,0.17,
306,0.06,0.19,
307,0.08,0.175,
308,0.1,0.19,
309,0.11,0.195,
310,0.13,0.21,
311,0.13,0.23,
312,0.14,0.22,
313,0.17,0.205,
314,0.18,0.185,
315,0.195,0.175,
316,0.195,0.17,
317,0.205,0.185,
318,0.215,0.165,
319,0.21,0.165,
320,0.21,0.15,
321,0.21,0.155,
322,0.215,0.175,
323,0.215,0.175,
324,0.22,0.18,
325,0.22,0.155,
326,0.205,0.12,
327,0.18,0.095,
328,0.15,0.085,
329,0.125,0.1,
330,0.09,0.115,
331,0.07,0.115,
332,0.065,0.115,
333,0.045,0.14,
334,0.04,0.155,
335,0.04,0.155,
336,0.04,0.155,
337,0.02,0.13,
338,0.015,0.11,
339,0.01,0.09,
340,0.01,0.08,
341,-0.01,0.1,
342,-0.005,0.115,
343,-0.01,0.105,
344,-0.02,0.1,
345,-0.02,0.11,
346,-0.02,0.11,
347,-0.01,0.12,
348,-0.015,0.125,
349,-0.01,0.115,
350,-0.01,0.105,
351,-0.02,0.08,
352,-0.04,0.075,
353,-0.035,0.07,
354,-0.06,0.085,
355,-0.065,0.075,
356,-0.04,0.085,
357,0.02,0.095,
358,0.115,0.11,
359,0.24,0.105,
360,0.395,0.095,
361,0.6,0.075,
362,0.855,0.055,
363,1.11,0.06,
364,1.37,0.125,
365,1.59,0.215,
366,1.735,0.35,N
367,1.77,0.475,
368,1.64,0.585,
369,1.41,0.63,
370,1.09,0.61,
371,0.74,0.535,
372,0.425,0.38,
373,0.175,0.215,
374,-0.01,0.06,
375,-0.095,-0.045,
376,-0.11,-0.055,
377,-0.1,-0.035,
378,-0.06,0.035,
379,-0.025,0.08,
380,-0.01,0.105,
381,-0.035,0.105,
382,-0.055,0.11,
383,-0.075,0.115,
384,-0.11,0.1,
385,-0.12,0.09,
386,-0.125,0.075,
387,-0.12,0.06,
388,-0.12,0.07,
389,-0.12,0.085,
390,-0.14,0.1,
391,-0.125,0.09,
392,-0.125,0.075,
393,-0.125,0.075,
394,-0.12,0.09,
395,-0.12,0.105,
396,-0.115,0.115,
397,-0.115,0.1,
398,-0.11,0.075,
399,-0.135,0.07,
400,-0.135,0.06,
401,-0.145,0.07,
402,-0.14,0.065,
403,-0.13,0.055,
404,-0.12,0.07,
405,-0.12,0.07,
406,-0.12,0.085,
407,-0.11,0.08,
408,-0.105,0.075,
409,-0.105,0.055,
410,-0.115,0.045,
411,-0.115,0.045,
412,-0.125,0.05,
413,-0.125,0.065,
414,-0.115,0.06,
415,-0.11,0.06,
416,-0.1,0.05,
417,-0.095,0.06,
418,-0.085,0.08,
419,-0.075,0.07,
420,-0.07,0.055,
421,-0.065,0.035,
422,-0.08,0.03,
423,-0.095,0.015,
424,-0.095,0.035,
425,-0.095,0.035,
426,-0.09,0.015,
427,-0.08,0.0,
428,-0.08,0.01,
429,-0.06,0.015,
430,-0.06,0.015,
431,-0.03,0.01,
432,-0.03,0.0,
433,-0.025,-0.02,
434,-0.035,-0.015,
435,-0.035,-0.005,
436,-0.055,-0.01,
437,-0.045,-0.03,
438,-0.05,-0.06,
439,-0.04,-0.06,
440,-0.03,-0.04,
441,-0.02,-0.025,
442,0.0,-0.02,
443,0.01,-0.025,
444,0.005,-0.05,
445,0.005,-0.055,
446,-0.015,-0.05,
447,-0.025,-0.05,
448,-0.025,-0.06,
449,-0.035,-0.07,
450,-0.025,-0.075,
451,-0.02,-0.065,
452,-0.03,-0.05,
453,-0.02,-0.02,
454,0.0,-0.015,
455,0.01,-0.01,
456,0.005,-0.015,
457,0.0,-0.01,
458,0.005,0.005,
459,-0.005,0.02,
460,0.0,0.02,
461,0.0,0.02,
462,0.015,0.02,
463,0.015,0.05,
464,0.02,0.08,
465,0.04,0.11,
466,0.06,0.13,
467,0.07,0.12,
468,0.07,0.115,
469,0.07,0.11,
470,0.05,0.11,
471,0.035,0.12,
472,0.025,0.115,
473,0.02,0.1,
474,0.03,0.11,
475,0.015,0.105,
476,0.015,0.115,
477,0.02,0.14,
478,0.03,0.16,
479,0.035,0.16,
480,0.035,0.15,
481,0.04,0.14,
482,0.045,0.125,
483,0.025,0.135,
484,0.025,0.14,
485,0.015,0.135,
486,0.01,0.115,
487,0.0,0.095,
488,-0.005,0.105,
489,-0.005,0.13,
490,-0.005,0.145,
491,0.005,0.155,
492,0.02,0.135,
493,0.03,0.12,
494,0.045,0.12,
495,0.03,0.13,
496,0.03,0.12,
497,0.01,0.12,
498,-0.005,0.11,
499,-0.005,0.105,
500,0.005,0.115,
501,0.005,0.13,
502,0.01,0.15,
503,0.02,0.155,
504,0.03,0.135,
505,0.025,0.13,
506,0.025,0.115,
507,0.025,0.12,
508,0.025,0.135,
509,0.005,0.125,
510,0.025,0.115,
511,0.02,0.1,
512,0.025,0.105,
513,0.025,0.105,
514,0.03,0.14,
515,0.04,0.155,
516,0.02,0.145,
517,0.03,0.135,
518,0.03,0.12,
519,0.035,0.115,
520,0.035,0.125,
521,0.035,0.145,
522,0.04,0.13,
523,0.04,0.125,
524,0.035,0.125,
525,0.04,0.14,
526,0.035,0.155,
527,0.035,0.15,
528,0.03,0.15,
529,0.03,0.12,
530,0.035,0.11,
531,0.025,0.09,
532,0.02,0.105,
533,0.01,0.115,
534,0.025,0.125,
535,0.015,0.125,
536,0.035,0.125,
537,0.04,0.12,
538,0.025,0.15,
539,0.03,0.16,
540,0.045,0.16,
541,0.055,0.155,
542,0.06,0.15,
543,0.055,0.16,
544,0.05,0.17,
545,0.06,0.17,
546,0.07,0.175,
547,0.085,0.175,
548,0.11,0.175,
549,0.12,0.175,
550,0.14,0.185,
551,0.16,0.195,
552,0.165,0.195,
553,0.19,0.185,
554,0.205,0.165,
555,0.205,0.135,
556,0.2,0.12,
557,0.175,0.125,
558,0.155,0.14,
559,0.155,0.15,
560,0.165,0.14,
561,0.18,0.125,
562,0.195,0.13,
563,0.21,0.13,
564,0.19,0.14,
565,0.17,0.14,
566,0.155,0.11,
567,0.115,0.08,
568,0.095,0.075,
569,0.055,0.08,
570,0.035,0.11,
571,0.015,0.135,
572,0.015,0.13,
573,0.005,0.115,
574,-0.005,0.105,
575,0.0,0.09,
576,-0.025,0.09,
577,-0.035,0.105,
578,-0.04,0.105,
579,-0.04,0.1,
580,-0.05,0.07,
581,-0.065,0.055,
582,-0.08,0.085,
583,-0.09,0.1,
584,-0.08,0.105,
585,-0.075,0.115,
586,-0.08,0.095,
587,-0.065,0.105,
588,-0.06,0.1,
589,-0.07,0.12,
590,-0.07,0.105,
591,-0.07,0.08,
592,-0.075,0.065,
593,-0.105,0.04,
594,-0.11,0.04,
595,-0.11,0.06,
596,-0.075,0.095,
597,0.005,0.1,
598,0.115,0.09,
599,0.255,0.05,
600,0.435,0.035,
601,0.655,0.035,
602,0.905,0.045,
603,1.175,0.09,
604,1.44,0.135,
605,1.645,0.23,
606,1.745,0.335,N
607,1.69,0.465,
608,1.52,0.57,
609,1.245,0.6,
610,0.915,0.565,
611,0.575,0.43,
612,0.27,0.265,
613,0.045,0.13,
614,-0.09,0.005,
615,-0.15,-0.06,
616,-0.155,-0.075,
617,-0.12,-0.045,
618,-0.095,0.015,
619,-0.08,0.065,
620,-0.085,0.125,
621,-0.1,0.105,
622,-0.12,0.105,
623,-0.14,0.085,
624,-0.16,0.085,
625,-0.17,0.09,
626,-0.18,0.11,
627,-0.175,0.08,
628,-0.165,0.06,
629,-0.165,0.055,
630,-0.185,0.07,
631,-0.18,0.08,
632,-0.175,0.105,
633,-0.175,0.095,
634,-0.17,0.085,
635,-0.165,0.08,
636,-0.175,0.075,
637,-0.175,0.095,
638,-0.185,0.09,
639,-0.185,0.07,
640,-0.185,0.045,
641,-0.18,0.055,
642,-0.18,0.065,
643,-0.175,0.055,
644,-0.16,0.075,
645,-0.155,0.075,
646,-0.16,0.075,
647,-0.145,0.065,
648,-0.15,0.085,
649,-0.165,0.095,
650,-0.16,0.085,
651,-0.155,0.06,
652,-0.175,0.04,
653,-0.175,0.025,
654,-0.165,0.035,
655,-0.165,0.055,
656,-0.16,0.06,
657,-0.145,0.06,
658,-0.125,0.05,
659,-0.125,0.055,
660,-0.125,0.045,
661,-0.14,0.055,
662,-0.135,0.035,
663,-0.135,0.005,
664,-0.135,-0.005,
665,-0.14,-0.005,
666,-0.14,0.005,
667,-0.125,0.015,
668,-0.11,0.01,
669,-0.115,0.005,
670,-0.1,0.0,
671,-0.095,0.0,
672,-0.095,0.015,
673,-0.1,0.015,
674,-0.09,-0.02,
675,-0.095,-0.04,
676,-0.09,-0.065,
677,-0.095,-0.065,
678,-0.1,-0.055,
679,-0.095,-0.04,
680,-0.08,-0.035,
681,-0.055,-0.04,
682,-0.04,-0.05,
683,-0.03,-0.025,
684,-0.025,-0.02,
685,-0.025,-0.015,
686,-0.035,-0.035,
687,-0.04,-0.05,
688,-0.05,-0.08,
689,-0.055,-0.06,
690,-0.07,-0.05,
691,-0.065,-0.025,
692,-0.05,-0.04,
693,-0.04,-0.045,
694,-0.025,-0.045,
695,-0.025,-0.025,
696,-0.005,-0.02,
697,-0.02,-0.01,
698,-0.01,-0.01,
699,-0.015,-0.01,
700,-0.015,0.015,
701,-0.02,0.03,
702,-0.015,0.05,
703,-0.015,0.06,
704,0.0,0.065,
705,0.015,0.07,
706,0.015,0.11,
707,0.03,0.13,
708,0.03,0.14,
709,0.025,0.135,
710,0.015,0.12,
711,0.005,0.09,
712,-0.005,0.115,
713,-0.02,0.125,
714,-0.03,0.13,
715,-0.03,0.135,
716,-0.02,0.12,
717,-0.025,0.115,
718,-0.015,0.135,
719,-0.02,0.145,
720,-0.015,0.14,
721,-0.015,0.125,
722,-0.02,0.115,
723,-0.035,0.11,
724,-0.045,0.11,
725,-0.045,0.12,
726,-0.06,0.125,
727,-0.065,0.12,
728,-0.06,0.115,
729,-0.06,0.135,
730,-0.045,0.155,
731,-0.03,0.165,
732,-0.02,0.15,
733,-0.01,0.135,
734,-0.015,0.115,
735,-0.03,0.115,
736,-0.035,0.12,
737,-0.05,0.105,
738,-0.05,0.1,
739,-0.055,0.105,
740,-0.045,0.12,
741,-0.04,0.135,
742,-0.03,0.145,
743,-0.02,0.145,
744,-0.015,0.12,
745,-0.015,0.12,
746,-0.015,0.13,
747,-0.02,0.135,
748,-0.035,0.12,
749,-0.04,0.105,
750,-0.045,0.09,
751,-0.045,0.11,
752,-0.035,0.12,
753,-0.03,0.145,
754,-0.02,0.155,
755,-0.005,0.145,
756,0.005,0.145,
757,-0.005,0.135,
758,0.0,0.13,
759,-0.015,0.125,
760,-0.03,0.12,
761,-0.035,0.1,
762,-0.035,0.095,
763,-0.03,0.1,
764,-0.05,0.11,
765,-0.045,0.145,
766,-0.055,0.16,
767,-0.04,0.155,
768,-0.035,0.14,
769,-0.03,0.13,
770,-0.03,0.13,
771,-0.025,0.14,
772,-0.03,0.15,
773,-0.035,0.125,
774,-0.035,0.11,
775,-0.03,0.105,
776,-0.015,0.12,
777,-0.015,0.14,
778,-0.005,0.165,
779,0.02,0.185,
780,0.04,0.16,
781,0.045,0.175,
782,0.05,0.17,
783,0.045,0.18,
784,0.045,0.185,
785,0.05,0.18,
786,0.065,0.175,
787,0.085,0.165,
788,0.095,0.175,
789,0.105,0.175,
790,0.125,0.185,
791,0.13,0.185,
792,0.145,0.16,
793,0.125,0.135,
794,0.11,0.14,
795,0.12,0.13,
796,0.115,0.135,
797,0.12,0.135,
798,0.12,0.12,
799,0.105,0.105,
800,0.09,0.09,
801,0.07,0.11,
802,0.035,0.11,
803,0.025,0.12,
804,0.0,0.115,
805,-0.01,0.12,
806,-0.02,0.105,
807,-0.04,0.125,
808,-0.06,0.13,
809,-0.075,0.125,
810,-0.09,0.115,
811,-0.09,0.1,
812,-0.095,0.095,
813,-0.1,0.1,
814,-0.105,0.1,
815,-0.1,0.13,
816,-0.1,0.115,
817,-0.1,0.105,
818,-0.1,0.085,
819,-0.115,0.07,
820,-0.12,0.07,
821,-0.13,0.095,
822,-0.13,0.1,
823,-0.125,0.09,
824,-0.115,0.09,
825,-0.105,0.095,
826,-0.11,0.105,
827,-0.11,0.12,
828,-0.13,0.115,
829,-0.145,0.09,
830,-0.13,0.075,
831,-0.1,0.07,
832,-0.04,0.085,
833,0.055,0.09,
834,0.18,0.08,
835,0.36,0.055,
836,0.575,0.02,
837,0.835,0.03,
838,1.115,0.08,
839,1.375,0.17,
840,1.585,0.285,
841,1.69,0.395,N
842,1.68,0.49,
843,1.525,0.565,
844,1.255,0.6,
845,0.95,0.57,
846,0.63,0.49,
847,0.32,0.35,
848,0.085,0.19,
849,-0.06,0.05,
850,-0.135,-0.04,
851,-0.155,-0.04,
852,-0.145,-0.01,
853,-0.11,0.035,
854,-0.085,0.065,
855,-0.065,0.07,
856,-0.085,0.065,
857,-0.125,0.075,
858,-0.165,0.085,
859,-0.175,0.095,
860,-0.195,0.1,
861,-0.205,0.1,
862,-0.195,0.075,
863,-0.185,0.075,
864,-0.18,0.09,
865,-0.195,0.095,
866,-0.18,0.095,
867,-0.175,0.075,
868,-0.185,0.05,
869,-0.195,0.04,
870,-0.2,0.035,
871,-0.205,0.07,
872,-0.205,0.09,
873,-0.2,0.09,
874,-0.195,0.08,
875,-0.18,0.085,
876,-0.19,0.08,
877,-0.185,0.085,
878,-0.18,0.09,
879,-0.18,0.075,
880,-0.18,0.045,
881,-0.18,0.02,
882,-0.185,0.025,
883,-0.185,0.04,
884,-0.19,0.06,
885,-0.2,0.07,
886,-0.18,0.07,
887,-0.18,0.06,
888,-0.18,0.05,
889,-0.175,0.06,
890,-0.17,0.06,
891,-0.18,0.05,
892,-0.175,0.04,
893,-0.17,0.01,
894,-0.17,0.015,
895,-0.17,0.03,
896,-0.175,0.045,
897,-0.17,0.035,
898,-0.145,0.035,
899,-0.145,0.025,
900,-0.15,0.005,
901,-0.15,0.02,
902,-0.145,0.01,
903,-0.14,0.015,
904,-0.135,0.0,
905,-0.135,-0.03,
906,-0.125,-0.02,
907,-0.14,-0.025,
908,-0.12,-0.005,
909,-0.115,-0.005,
910,-0.11,-0.025,
911,-0.09,-0.025,
912,-0.085,-0.045,
913,-0.095,-0.035,
914,-0.095,-0.03,
915,-0.1,-0.035,
916,-0.09,-0.055,
917,-0.11,-0.08,
918,-0.09,-0.085,
919,-0.085,-0.075,
920,-0.08,-0.065,
921,-0.07,-0.05,
922,-0.075,-0.06,
923,-0.05,-0.08,
924,-0.055,-0.08,
925,-0.045,-0.08,
926,-0.05,-0.08,
