,MLII,V1,symbol
0,-0.095,0.01,
1,-0.095,0.01,
2,-0.095,0.01,
3,-0.095,0.01,+
4,-0.095,0.01,
5,-0.095,0.01,
6,-0.095,0.01,
7,-0.095,0.01,
8,-0.095,0.01,
9,-0.09,0.02,
10,-0.085,0.04,
11,-0.07,0.03,
12,-0.06,0.035,
13,-0.04,0.02,
14,-0.03,0.015,
15,-0.015,0.0,
16,0.01,0.0,
17,0.055,0.005,
18,0.095,0.005,
19,0.15,0.0,
20,0.215,0.01,
21,0.29,0.01,
22,0.365,0.005,
23,0.445,-0.01,
24,0.545,-0.005,
25,0.64,-0.025,
26,0.755,-0.035,
27,0.85,-0.055,
28,0.895,-0.1,
29,0.875,-0.15,
30,0.745,-0.205,
31,0.49,-0.28,
32,0.13,-0.34,
33,-0.325,-0.39,
34,-0.765,-0.4,
35,-1.15,-0.41,
36,-1.45,-0.4,
37,-1.67,-0.4,
38,-1.825,-0.435,
39,-1.955,-0.455,
40,-2.065,-0.47,
41,-2.15,-0.46,
42,-2.23,-0.415,V
43,-2.265,-0.32,
44,-2.29,-0.21,
45,-2.255,-0.045,
46,-2.215,0.12,
47,-2.14,0.3,
48,-2.05,0.455,
49,-1.93,0.595,
50,-1.82,0.715,
51,-1.715,0.805,
52,-1.59,0.87,
53,-1.505,0.915,
54,-1.43,0.955,
55,-1.36,0.995,
56,-1.29,1.025,
57,-1.21,1.035,
58,-1.11,1.005,
59,-0.995,0.955,
60,-0.88,0.85,
61,-0.78,0.68,
62,-0.7,0.46,
63,-0.63,0.225,
64,-0.575,-0.01,
65,-0.53,-0.205,
66,-0.49,-0.35,
67,-0.445,-0.425,
68,-0.345,-0.44,
69,-0.23,-0.42,
70,-0.09,-0.36,
71,0.035,-0.31,
72,0.185,-0.26,
73,0.27,-0.205,
74,0.33,-0.17,
75,0.35,-0.13,
76,0.35,-0.115,
77,0.325,-0.11,
78,0.3,-0.11,
79,0.31,-0.13,
80,0.315,-0.115,
81,0.33,-0.11,
82,0.35,-0.105,
83,0.375,-0.105,
84,0.395,-0.09,
85,0.39,-0.09,
86,0.41,-0.095,
87,0.435,-0.095,
88,0.445,-0.11,
89,0.45,-0.115,
90,0.46,-0.13,
91,0.465,-0.135,
92,0.48,-0.14,
93,0.48,-0.14,
94,0.51,-0.13,
95,0.535,-0.11,
96,0.56,-0.1,
97,0.575,-0.115,
98,0.61,-0.105,
99,0.63,-0.11,
100,0.635,-0.13,
101,0.64,-0.135,
102,0.655,-0.145,
103,0.67,-0.155,
104,0.685,-0.15,
105,0.705,-0.145,
106,0.725,-0.14,
107,0.75,-0.13,
108,0.775,-0.13,
109,0.805,-0.12,
110,0.825,-0.14,
111,0.85,-0.15,
112,0.86,-0.17,
113,0.865,-0.18,
114,0.875,-0.17,
115,0.895,-0.175,
116,0.91,-0.185,
117,0.925,-0.17,
118,0.935,-0.185,
119,0.945,-0.18,
120,0.95,-0.195,
121,0.95,-0.2,
122,0.945,-0.21,
123,0.94,-0.22,
124,0.94,-0.225,
125,0.925,-0.24,
126,0.905,-0.25,
127,0.88,-0.265,
128,0.85,-0.26,
129,0.82,-0.26,
130,0.81,-0.26,
131,0.78,-0.27,
132,0.76,-0.26,
133,0.735,-0.255,
134,0.7,-0.255,
135,0.665,-0.245,
136,0.625,-0.245,
137,0.585,-0.255,
138,0.55,-0.265,
139,0.505,-0.265,
140,0.47,-0.255,
141,0.43,-0.23,
142,0.4,-0.22,
143,0.39,-0.195,
144,0.36,-0.17,
145,0.34,-0.16,
146,0.31,-0.14,
147,0.28,-0.12,
148,0.24,-0.12,
149,0.21,-0.1,
150,0.18,-0.095,
151,0.155,-0.08,
152,0.13,-0.07,
153,0.105,-0.055,
154,0.09,-0.035,
155,0.085,-0.015,
156,0.065,0.005,
157,0.06,0.02,
158,0.04,0.03,
159,0.025,0.015,
160,0.015,0.02,
161,-0.005,0.01,
162,-0.02,0.005,
163,-0.01,0.01,
164,-0.02,0.02,
165,-0.02,0.02,
166,-0.02,0.035,
167,-0.01,0.035,
168,0.0,0.045,
169,0.01,0.025,
170,0.0,0.025,
171,-0.005,0.035,
172,-0.005,0.03,
173,-0.01,0.035,
174,-0.01,0.025,
175,-0.02,0.02,
176,-0.01,0.025,
177,-0.01,0.03,
178,-0.015,0.03,
179,-0.005,0.025,
