,MLII,V1,symbol
0,-0.065,0.135,
1,-0.065,0.135,
2,-0.065,0.135,
3,-0.065,0.135,
4,-0.065,0.135,
5,-0.065,0.135,
6,-0.065,0.135,
7,-0.065,0.135,
8,-0.045,0.135,
9,-0.035,0.13,
10,-0.04,0.12,
11,-0.06,0.115,
12,-0.075,0.105,
13,-0.055,0.12,+
14,-0.04,0.13,
15,-0.04,0.12,
16,-0.05,0.115,
17,-0.065,0.115,
18,-0.07,0.105,
19,-0.065,0.1,
20,-0.06,0.115,
21,-0.06,0.115,
22,-0.06,0.105,
23,-0.07,0.085,
24,-0.075,0.065,
25,-0.075,0.08,
26,-0.065,0.095,
27,-0.07,0.08,
28,-0.075,0.06,
29,-0.08,0.05,
30,-0.085,0.06,
31,-0.075,0.06,
32,-0.07,0.06,
33,-0.075,0.06,
34,-0.08,0.04,
35,-0.085,0.04,
36,-0.09,0.025,
37,-0.09,0.045,
38,-0.08,0.06,
39,-0.07,0.065,
40,-0.075,0.055,
41,-0.085,0.06,
42,-0.09,0.065,
43,-0.07,0.09,
44,-0.055,0.1,
45,-0.04,0.09,
46,-0.02,0.06,
47,0.025,0.035,
48,0.105,0.02,
49,0.235,0.0,
50,0.35,-0.015,
51,0.475,-0.05,
52,0.585,-0.09,
53,0.685,-0.125,
54,0.805,-0.13,
55,0.915,-0.165,
56,1.035,-0.22,
57,1.08,-0.275,N
58,1.08,-0.3,
59,1.025,-0.305,
60,0.96,-0.285,
61,0.86,-0.21,
62,0.715,-0.14,
63,0.51,-0.09,
64,0.305,-0.06,
65,0.145,-0.03,
66,0.08,-0.02,
67,0.03,0.025,
68,-0.015,0.055,
69,-0.055,0.07,
70,-0.095,0.065,
71,-0.11,0.07,
72,-0.12,0.075,
73,-0.135,0.1,
74,-0.14,0.105,
75,-0.15,0.09,
76,-0.165,0.085,
77,-0.185,0.07,
78,-0.2,0.055,
79,-0.195,0.07,
80,-0.195,0.07,
81,-0.195,0.06,
82,-0.215,0.035,
83,-0.225,0.015,
84,-0.235,0.01,
85,-0.25,0.005,
86,-0.23,0.03,
87,-0.235,0.04,
88,-0.25,0.04,
89,-0.24,0.04,
90,-0.26,0.03,
91,-0.255,0.05,
92,-0.245,0.07,
93,-0.24,0.075,
94,-0.26,0.07,
95,-0.275,0.07,
96,-0.28,0.085,
97,-0.28,0.12,
98,-0.255,0.135,
99,-0.255,0.13,
100,-0.25,0.13,
101,-0.27,0.12,
102,-0.275,0.115,
103,-0.275,0.125,
104,-0.255,0.14,
105,-0.245,0.14,
106,-0.24,0.12,
107,-0.27,0.11,
108,-0.265,0.11,
109,-0.255,0.125,
110,-0.245,0.135,
111,-0.24,0.135,
112,-0.24,0.13,
113,-0.225,0.14,
114,-0.245,0.12,
115,-0.235,0.13,
116,-0.23,0.145,
117,-0.21,0.135,
118,-0.225,0.135,
119,-0.225,0.125,
120,-0.24,0.105,
121,-0.24,0.095,
122,-0.225,0.09,
123,-0.215,0.06,
124,-0.235,0.015,
125,-0.23,-0.005,
126,-0.235,-0.035,
127,-0.245,-0.02,
128,-0.215,-0.005,
129,-0.195,-0.015,
130,-0.19,-0.025,
131,-0.2,-0.03,
132,-0.215,-0.035,
133,-0.18,-0.02,
134,-0.165,0.01,
135,-0.16,0.025,
136,-0.14,0.015,
137,-0.145,0.005,
138,-0.145,0.015,
139,-0.13,0.045,
140,-0.12,0.055,
141,-0.125,0.065,
142,-0.125,0.055,
143,-0.135,0.06,
144,-0.125,0.05,
145,-0.105,0.08,
146,-0.08,0.1,
147,-0.085,0.105,
148,-0.09,0.095,
149,-0.09,0.085,
150,-0.095,0.085,
151,-0.095,0.09,
152,-0.075,0.115,
153,-0.075,0.095,
154,-0.07,0.085,
155,-0.075,0.07,
156,-0.095,0.075,
157,-0.095,0.095,
158,-0.08,0.11,
159,-0.065,0.105,
160,-0.08,0.1,
161,-0.1,0.08,
162,-0.085,0.095,
163,-0.1,0.1,
164,-0.085,0.125,
165,-0.065,0.12,
166,-0.08,0.1,
167,-0.1,0.075,
168,-0.115,0.045,
169,-0.1,0.055,
170,-0.095,0.055,
171,-0.09,0.035,
172,-0.085,0.03,
173,-0.105,0.025,
174,-0.115,0.015,
175,-0.11,0.03,
176,-0.11,0.05,
177,-0.105,0.04,
178,-0.105,0.035,
179,-0.11,0.02,
180,-0.11,0.02,
181,-0.1,0.045,
182,-0.11,0.05,
183,-0.105,0.05,
184,-0.105,0.04,
185,-0.12,0.025,
186,-0.125,0.035,
187,-0.12,0.045,
188,-0.11,0.075,
189,-0.11,0.07,
190,-0.115,0.065,
191,-0.125,0.06,
192,-0.125,0.075,
193,-0.125,0.09,
194,-0.1,0.11,
195,-0.1,0.12,
196,-0.105,0.105,
197,-0.1,0.105,
198,-0.1,0.095,
199,-0.105,0.11,
200,-0.1,0.12,
201,-0.085,0.105,
202,-0.095,0.095,
203,-0.11,0.085,
204,-0.11,0.07,
205,-0.095,0.085,
206,-0.085,0.1,
207,-0.085,0.09,
208,-0.1,0.06,
209,-0.11,0.045,
210,-0.1,0.02,
211,-0.085,0.025,
212,-0.09,0.035,
213,-0.08,0.03,
214,-0.085,0.015,
215,-0.095,0.0,
216,-0.115,0.005,
217,-0.09,0.01,
218,-0.08,0.02,
219,-0.08,0.02,
220,-0.095,0.01,
221,-0.105,-0.005,
222,-0.11,-0.01,
223,-0.12,0.0,
224,-0.11,0.015,
225,-0.1,0.005,
226,-0.12,0.005,
227,-0.12,-0.005,
228,-0.135,-0.01,
229,-0.13,0.005,
230,-0.11,0.025,
231,-0.105,0.02,
232,-0.105,0.015,
233,-0.125,0.005,
234,-0.14,0.015,
235,-0.125,0.03,
236,-0.105,0.06,
237,-0.11,0.05,
238,-0.105,0.045,
239,-0.065,0.015,
240,-0.005,-0.01,
241,0.095,-0.01,
242,0.215,-0.04,
243,0.335,-0.075,
244,0.44,-0.105,
245,0.56,-0.155,
246,0.685,-0.16,
247,0.805,-0.15,
248,0.91,-0.185,
249,1.0,-0.235,
250,1.035,-0.275,N
251,1.015,-0.295,
252,0.955,-0.29,
253,0.87,-0.26,
254,0.735,-0.195,
255,0.57,-0.15,
256,0.335,-0.135,
257,0.13,-0.115,
258,-0.005,-0.095,
259,-0.06,-0.075,
260,-0.085,-0.04,
261,-0.11,-0.02,
262,-0.145,-0.03,
263,-0.19,-0.025,
264,-0.19,-0.02,
265,-0.2,0.0,
266,-0.19,0.015,
267,-0.2,0.01,
268,-0.225,0.005,
269,-0.245,0.01,
270,-0.26,0.005,
271,-0.27,0.005,
272,-0.255,0.015,
273,-0.25,0.015,
274,-0.26,0.005,
275,-0.295,-0.01,
276,-0.31,0.0,
277,-0.3,0.0,
278,-0.29,0.015,
279,-0.285,0.0,
280,-0.3,0.01,
281,-0.32,0.0,
282,-0.34,0.0,
283,-0.335,0.025,
284,-0.32,0.03,
285,-0.325,0.035,
286,-0.33,0.035,
287,-0.34,0.025,
288,-0.35,0.035,
289,-0.345,0.05,
290,-0.35,0.065,
291,-0.355,0.07,
292,-0.36,0.065,
293,-0.365,0.06,
294,-0.37,0.07,
295,-0.375,0.08,
296,-0.365,0.095,
297,-0.36,0.085,
298,-0.36,0.09,
299,-0.375,0.085,
300,-0.375,0.085,
301,-0.36,0.08,
302,-0.345,0.11,
303,-0.33,0.105,
304,-0.345,0.085,
305,-0.35,0.075,
306,-0.345,0.045,
307,-0.345,0.05,
308,-0.345,0.07,
309,-0.325,0.04,
310,-0.335,0.035,
311,-0.345,0.03,
312,-0.34,0.03,
313,-0.33,0.04,
314,-0.315,0.055,
315,-0.305,0.055,
316,-0.295,0.035,
317,-0.3,0.02,
318,-0.315,0.025,
319,-0.305,0.035,
320,-0.29,0.035,
321,-0.285,0.03,
322,-0.295,0.03,
323,-0.305,0.03,
324,-0.305,0.025,
325,-0.28,0.03,
326,-0.26,0.04,
327,-0.255,0.03,
328,-0.26,0.025,
329,-0.265,0.01,
330,-0.27,0.015,
331,-0.26,0.03,
332,-0.24,0.035,
333,-0.225,0.035,
334,-0.22,0.02,
335,-0.22,0.02,
336,-0.23,0.01,
337,-0.205,0.025,
338,-0.19,0.035,
339,-0.175,0.03,
340,-0.175,0.025,
341,-0.195,0.01,
342,-0.18,0.0,
343,-0.18,0.0,
344,-0.175,0.015,
345,-0.17,0.015,
346,-0.165,0.01,
347,-0.175,0.005,
348,-0.17,0.0,
349,-0.18,0.035,
350,-0.175,0.04,
351,-0.18,0.045,
352,-0.175,0.05,
353,-0.185,0.03,
354,-0.18,0.04,
355,-0.185,0.055,
356,-0.17,0.07,
357,-0.165,0.07,
358,-0.19,0.05,
359,-0.19,0.04,
360,-0.19,0.035,
361,-0.175,0.05,
362,-0.165,0.075,
363,-0.165,0.075,
364,-0.16,0.06,
365,-0.165,0.06,
366,-0.185,0.05,
367,-0.18,0.065,
368,-0.17,0.085,
369,-0.175,0.09,
370,-0.175,0.085,
371,-0.18,0.08,
372,-0.19,0.08,
373,-0.18,0.095,
374,-0.16,0.1,
375,-0.14,0.095,
376,-0.16,0.09,
377,-0.15,0.075,
378,-0.165,0.075,
379,-0.155,0.09,
380,-0.145,0.1,
381,-0.145,0.085,
382,-0.15,0.08,
383,-0.165,0.075,
384,-0.145,0.07,
385,-0.145,0.07,
386,-0.125,0.075,
387,-0.13,0.07,
388,-0.145,0.045,
389,-0.155,0.035,
390,-0.16,0.015,
391,-0.16,0.02,
392,-0.135,0.035,
393,-0.14,0.035,
394,-0.14,0.025,
395,-0.155,0.01,
396,-0.18,0.0,
397,-0.16,0.005,
398,-0.145,0.03,
399,-0.135,0.025,
400,-0.145,0.02,
401,-0.165,0.02,
402,-0.17,0.015,
403,-0.165,0.035,
404,-0.165,0.04,
405,-0.155,0.035,
406,-0.17,0.045,
407,-0.17,0.025,
408,-0.18,0.035,
409,-0.175,0.05,
410,-0.155,0.055,
411,-0.16,0.05,
412,-0.17,0.035,
413,-0.17,0.03,
414,-0.185,0.03,
415,-0.175,0.05,
416,-0.165,0.06,
417,-0.17,0.065,
418,-0.18,0.05,
419,-0.195,0.04,
420,-0.205,0.045,
421,-0.205,0.045,
422,-0.18,0.07,
423,-0.17,0.07,
424,-0.17,0.07,
425,-0.19,0.055,
426,-0.19,0.065,
427,-0.18,0.075,
428,-0.16,0.095,
429,-0.145,0.095,
430,-0.145,0.08,
431,-0.165,0.055,
432,-0.16,0.05,
433,-0.15,0.06,
434,-0.14,0.055,
435,-0.125,0.06,
436,-0.145,0.035,
437,-0.145,0.03,
438,-0.155,0.03,
439,-0.155,0.03,
440,-0.14,0.035,
441,-0.145,0.025,
442,-0.145,0.005,
443,-0.16,0.0,
444,-0.16,0.005,
445,-0.175,0.005,
446,-0.16,0.015,
447,-0.145,0.025,
448,-0.155,0.015,
449,-0.155,0.0,
450,-0.16,0.005,
451,-0.15,0.01,
452,-0.14,0.04,
453,-0.13,0.035,
454,-0.135,0.025,
455,-0.16,0.025,
456,-0.17,0.035,
457,-0.15,0.06,
458,-0.145,0.07,
459,-0.115,0.04,
460,-0.085,0.025,
461,-0.035,0.0,
462,0.07,-0.04,
463,0.18,-0.04,
464,0.3,-0.065,
465,0.415,-0.09,
466,0.51,-0.12,
467,0.625,-0.145,
468,0.745,-0.15,
469,0.855,-0.17,
470,0.94,-0.22,
471,0.96,-0.265,N
472,0.965,-0.31,
473,0.91,-0.34,
474,0.85,-0.335,
475,0.765,-0.3,
476,0.64,-0.25,
477,0.46,-0.195,
478,0.235,-0.155,
479,0.035,-0.115,
480,-0.07,-0.075,
481,-0.11,-0.05,
482,-0.145,0.005,
483,-0.17,0.02,
484,-0.205,0.015,
485,-0.235,0.015,
486,-0.25,0.025,
487,-0.25,0.045,
488,-0.255,0.05,
489,-0.26,0.05,
490,-0.265,0.04,
491,-0.29,0.035,
492,-0.305,0.035,
493,-0.315,0.045,
494,-0.3,0.06,
495,-0.295,0.04,
496,-0.305,0.03,
497,-0.33,0.02,
498,-0.36,0.03,
499,-0.37,0.03,
500,-0.37,0.045,
501,-0.34,0.045,
502,-0.35,0.025,
503,-0.37,0.03,
504,-0.37,0.02,
505,-0.38,0.035,
506,-0.365,0.045,
507,-0.36,0.04,
508,-0.375,0.05,
