,MLII,V5,symbol
0,-0.805,-0.455,
1,-0.805,-0.455,
2,-0.805,-0.455,
3,-0.805,-0.455,
4,-0.805,-0.455,
5,-0.805,-0.455,
6,-0.805,-0.455,
7,-0.82,-0.455,
8,-0.835,-0.455,
9,-0.84,-0.43,
10,-0.835,-0.435,
11,-0.845,-0.415,
12,-0.84,-0.42,
13,-0.84,-0.405,
14,-0.855,-0.4,
15,-0.88,-0.415,
16,-0.905,-0.42,
17,-0.94,-0.44,
18,-0.95,-0.475,
19,-0.985,-0.485,
20,-0.98,-0.495,
21,-1.02,-0.49,
22,-1.015,-0.495,
23,-1.02,-0.49,
24,-1.015,-0.49,
25,-1.01,-0.475,+
26,-0.99,-0.465,
27,-0.995,-0.47,
28,-0.995,-0.485,
29,-1.01,-0.49,
30,-1.02,-0.505,
31,-1.03,-0.515,
32,-1.04,-0.515,
33,-1.035,-0.505,
34,-1.035,-0.515,
35,-1.04,-0.49,
36,-1.025,-0.495,
37,-1.025,-0.47,
38,-1.005,-0.455,
39,-1.01,-0.47,
40,-1.005,-0.455,
41,-1.01,-0.47,
42,-1.01,-0.485,
43,-1.025,-0.48,
44,-1.03,-0.505,
45,-1.045,-0.49,
46,-1.035,-0.495,
47,-1.035,-0.48,
48,-1.02,-0.48,
49,-1.01,-0.47,
50,-0.995,-0.455,
51,-0.995,-0.465,
52,-0.98,-0.455,
53,-0.965,-0.47,
54,-0.98,-0.465,
55,-0.985,-0.495,
56,-0.98,-0.495,
57,-0.97,-0.475,
58,-0.96,-0.48,
59,-0.935,-0.445,
60,-0.91,-0.41,
61,-0.86,-0.335,
62,-0.745,-0.265,
63,-0.58,-0.13,
64,-0.36,0.03,
65,-0.095,0.185,
66,0.165,0.305,
67,0.435,0.385,
68,0.71,0.405,
69,0.975,0.445,
70,1.16,0.46,N
71,1.2,0.46,
72,1.07,0.415,
73,0.735,0.305,
74,0.255,0.14,
75,-0.31,-0.135,
76,-0.91,-0.455,
77,-1.395,-0.815,
78,-1.66,-1.085,
79,-1.7,-1.22,
80,-1.59,-1.17,
81,-1.395,-1.02,
