,MLII,V1,symbol
0,-0.26,0.065,
1,-0.26,0.065,
2,-0.26,0.065,
3,-0.26,0.065,
4,-0.26,0.065,
5,-0.26,0.065,
6,-0.26,0.065,
7,-0.26,0.065,
8,-0.145,0.065,
9,-0.175,0.11,
10,-0.275,0.125,
11,-0.38,0.125,
12,-0.405,0.11,
13,-0.385,0.105,
14,-0.31,0.11,+
15,-0.24,0.09,
16,-0.255,0.06,
17,-0.325,0.06,
18,-0.375,0.075,
19,-0.345,0.11,
20,-0.23,0.125,
21,-0.12,0.125,
22,-0.06,0.11,
23,-0.12,0.115,
24,-0.22,0.12,~
25,-0.35,0.16,
26,-0.365,0.2,
27,-0.335,0.205,
28,-0.26,0.205,
29,-0.175,0.22,
30,-0.105,0.22,
31,-0.14,0.23,
32,-0.2,0.255,
33,-0.235,0.26,
34,-0.295,0.265,
35,-0.395,0.255,
36,-0.49,0.255,
37,-0.475,0.265,
38,-0.395,0.265,
39,-0.315,0.245,
40,-0.26,0.23,
41,-0.21,0.215,
42,-0.2,0.18,
43,-0.16,0.17,
44,-0.095,0.13,
45,-0.04,0.1,
46,-0.02,0.04,
47,-0.035,0.015,
48,-0.09,-0.005,
49,-0.17,0.005,
50,-0.24,0.04,
51,-0.28,0.035,
52,-0.3,0.045,
53,-0.285,0.02,
54,-0.275,0.0,
55,-0.245,0.015,
56,-0.185,0.04,
57,-0.1,0.055,
58,-0.055,0.045,
59,-0.13,-0.005,
60,-0.295,-0.03,
61,-0.4,-0.04,
62,-0.345,-0.03,
63,-0.27,-0.025,
64,-0.255,-0.025,
65,-0.255,-0.005,
66,-0.215,0.015,
67,-0.175,0.025,
68,-0.155,0.035,
69,-0.175,-0.005,
70,-0.235,-0.015,
71,-0.315,-0.035,
72,-0.335,-0.03,
73,-0.31,0.005,
74,-0.26,0.02,
75,-0.26,0.03,
76,-0.305,0.035,
77,-0.34,0.06,
78,-0.28,0.08,
79,-0.205,0.14,
80,-0.16,0.205,
81,-0.215,0.24,
82,-0.34,0.245,
83,-0.34,0.22,
84,-0.165,0.19,
85,0.04,0.175,
86,0.18,0.145,
87,0.23,0.085,
88,0.26,0.015,
89,0.255,-0.055,
90,0.275,-0.08,
91,0.43,-0.09,
92,0.7,-0.135,
93,1.0,-0.21,
94,1.285,-0.285,
95,1.465,-0.355,
96,1.53,-0.41,
97,1.48,-0.42,
98,1.385,-0.42,
99,1.345,-0.415,N
100,1.355,-0.46,
101,1.37,-0.505,
102,1.325,-0.51,
103,1.26,-0.485,
104,1.17,-0.43,
105,1.025,-0.4,
106,0.83,-0.355,
107,0.655,-0.305,
108,0.52,-0.255,
109,0.42,-0.16,
110,0.36,-0.095,
111,0.24,-0.06,
112,0.0,-0.01,
113,-0.255,0.03,
114,-0.395,0.065,
115,-0.4,0.1,
116,-0.29,0.105,
117,-0.185,0.1,
118,-0.165,0.1,
119,-0.285,0.09,
120,-0.43,0.08,
121,-0.495,0.06,
122,-0.485,0.05,
123,-0.415,-0.04,
124,-0.365,-0.105,
125,-0.34,-0.14,
126,-0.37,-0.135,
127,-0.47,-0.085,
128,-0.535,-0.05,
129,-0.565,-0.02,
130,-0.535,-0.005,
131,-0.5,-0.015,
132,-0.44,-0.02,
133,-0.41,-0.01,
134,-0.41,-0.02,
135,-0.505,-0.035,
136,-0.655,-0.06,
137,-0.77,-0.055,
138,-0.775,-0.03,
139,-0.62,0.005,
140,-0.45,0.03,
141,-0.405,0.03,
142,-0.465,0.035,
143,-0.535,0.05,
144,-0.575,0.1,
145,-0.55,0.155,
146,-0.52,0.165,
147,-0.51,0.105,
148,-0.49,0.05,
149,-0.455,-0.015,
150,-0.51,-0.03,
151,-0.64,-0.01,
152,-0.69,0.025,
153,-0.615,0.03,
154,-0.495,0.025,
155,-0.44,0.01,
156,-0.405,0.03,
157,-0.36,0.03,
158,-0.34,0.06,
159,-0.425,0.06,
160,-0.57,0.07,
161,-0.615,0.095,
162,-0.525,0.125,
163,-0.425,0.16,
164,-0.42,0.17,
165,-0.43,0.195,
166,-0.4,0.175,
167,-0.355,0.195,
168,-0.365,0.22,
169,-0.395,0.245,
170,-0.4,0.28,
171,-0.355,0.285,
172,-0.33,0.265,
173,-0.34,0.24,
174,-0.33,0.25,
175,-0.315,0.27,
176,-0.275,0.27,
177,-0.215,0.25,
178,-0.135,0.205,
179,-0.075,0.185,
180,-0.08,0.195,
181,-0.055,0.19,
182,-0.03,0.2,
183,-0.02,0.185,
184,-0.035,0.16,
185,-0.045,0.155,
186,-0.05,0.19,
187,-0.07,0.22,
188,-0.065,0.265,
189,-0.14,0.265,
190,-0.21,0.245,
191,-0.25,0.215,
192,-0.205,0.18,
193,-0.01,0.16,
194,0.125,0.13,
195,0.08,0.065,
196,-0.05,0.005,
197,-0.17,-0.06,
198,-0.225,-0.105,
199,-0.28,-0.13,
200,-0.34,-0.105,
201,-0.32,-0.105,
202,-0.255,-0.12,
203,-0.15,-0.105,
204,-0.045,-0.065,
205,-0.01,0.005,
206,-0.01,0.055,
207,0.035,0.05,
208,0.015,0.015,
