,MLII,V1,symbol
0,-0.105,0.19,
1,-0.105,0.19,
2,-0.105,0.19,
3,-0.105,0.19,
4,-0.105,0.19,
5,-0.105,0.19,
6,-0.105,0.19,
7,-0.105,0.19,
8,-0.125,0.19,
9,-0.145,0.22,+
10,-0.15,0.225,
11,-0.175,0.25,
12,-0.195,0.225,
13,-0.205,0.21,
14,-0.2,0.21,
15,-0.2,0.22,
16,-0.195,0.23,
17,-0.2,0.23,
18,-0.2,0.215,
19,-0.21,0.21,
20,-0.21,0.215,
21,-0.19,0.225,
22,-0.19,0.23,
23,-0.2,0.24,
24,-0.215,0.23,
25,-0.225,0.22,
26,-0.225,0.225,
27,-0.21,0.23,
28,-0.21,0.255,
29,-0.23,0.27,
30,-0.245,0.27,
31,-0.26,0.265,
32,-0.255,0.26,
33,-0.245,0.285,
34,-0.23,0.295,
35,-0.245,0.295,
36,-0.28,0.295,
37,-0.255,0.28,
38,-0.165,0.275,
39,-0.015,0.225,
40,0.16,0.11,
41,0.375,-0.04,
42,0.645,-0.175,
43,0.985,-0.27,
44,1.37,-0.35,
45,1.725,-0.395,
46,1.935,-0.395,F
47,1.895,-0.33,
48,1.625,-0.225,
49,1.28,-0.12,
50,0.915,-0.015,
51,0.55,0.09,
52,0.26,0.12,
53,0.045,0.11,
54,-0.11,0.105,
55,-0.21,0.115,
56,-0.255,0.14,
57,-0.26,0.19,
58,-0.235,0.22,
59,-0.235,0.225,
60,-0.27,0.205,
61,-0.29,0.205,
62,-0.305,0.23,
63,-0.295,0.24,
64,-0.295,0.265,
65,-0.3,0.255,
66,-0.33,0.24,
67,-0.335,0.225,
68,-0.325,0.24,
69,-0.325,0.25,
70,-0.315,0.26,
71,-0.32,0.26,
72,-0.33,0.26,
73,-0.33,0.24,
74,-0.325,0.24,
75,-0.315,0.265,
76,-0.32,0.26,
77,-0.325,0.26,
78,-0.325,0.245,
79,-0.34,0.245,
80,-0.325,0.24,
81,-0.3,0.255,
82,-0.3,0.265,
83,-0.315,0.26,
84,-0.32,0.235,
85,-0.335,0.235,
86,-0.33,0.24,
87,-0.305,0.26,
88,-0.3,0.26,
89,-0.31,0.27,
90,-0.325,0.25,
91,-0.335,0.235,
92,-0.315,0.24,
93,-0.295,0.24,
94,-0.31,0.255,
95,-0.31,0.25,
96,-0.325,0.215,
97,-0.315,0.2,
98,-0.3,0.215,
99,-0.29,0.225,
100,-0.275,0.23,
101,-0.275,0.215,
102,-0.285,0.195,
103,-0.29,0.185,
104,-0.275,0.185,
105,-0.26,0.19,
106,-0.245,0.2,
107,-0.255,0.185,
108,-0.255,0.165,
109,-0.255,0.15,
110,-0.23,0.14,
111,-0.21,0.145,
112,-0.18,0.15,
