,MLII,V1,symbol
0,0.0,0.125,
1,0.0,0.125,
2,0.0,0.125,
3,0.0,0.125,
4,0.0,0.125,
5,0.0,0.125,
6,0.0,0.125,
7,0.0,0.125,
8,0.0,0.125,
9,0.005,0.13,
10,0.015,0.145,
11,0.025,0.17,
12,0.035,0.16,
13,0.035,0.14,
14,0.015,0.135,
15,0.015,0.13,
16,0.025,0.14,
17,0.05,0.145,
18,0.06,0.14,
19,0.055,0.12,
20,0.04,0.115,
21,0.045,0.125,
22,0.065,0.13,
23,0.085,0.125,
24,0.095,0.11,
25,0.085,0.105,
26,0.085,0.08,
27,0.085,0.09,
28,0.105,0.105,
29,0.125,0.1,
30,0.135,0.085,
31,0.135,0.07,
32,0.135,0.06,
33,0.145,0.06,
34,0.15,0.06,
35,0.175,0.07,
36,0.195,0.045,
37,0.2,0.02,
38,0.18,0.015,
39,0.19,0.015,
40,0.215,0.03,
41,0.255,0.035,
42,0.27,0.025,
43,0.275,0.005,
44,0.265,0.005,
45,0.27,-0.005,
46,0.28,0.0,
47,0.305,0.015,
48,0.325,0.0,
49,0.32,0.0,
50,0.325,-0.015,
51,0.32,0.005,
52,0.335,0.005,
53,0.35,0.03,
54,0.355,0.015,
55,0.335,0.01,
56,0.325,0.015,
57,0.315,0.03,
58,0.315,0.04,
59,0.31,0.08,
60,0.29,0.075,
61,0.265,0.07,
62,0.235,0.075,
63,0.215,0.09,
64,0.195,0.12,
65,0.18,0.13,
66,0.17,0.11,
67,0.14,0.09,
68,0.105,0.095,
69,0.085,0.105,
70,0.09,0.11,
71,0.085,0.12,
72,0.075,0.125,
73,0.045,0.105,
74,0.01,0.11,
75,-0.01,0.12,
76,-0.01,0.135,
77,0.005,0.145,
78,0.005,0.13,
79,-0.015,0.115,
80,-0.03,0.115,
81,-0.045,0.125,
82,-0.045,0.125,
83,-0.025,0.14,
84,-0.03,0.135,
85,-0.03,0.11,
86,-0.05,0.105,
87,-0.07,0.115,
88,-0.05,0.125,
89,-0.04,0.145,
90,-0.035,0.135,
91,-0.05,0.12,
92,-0.07,0.12,
93,-0.07,0.12,
94,-0.06,0.14,
95,-0.045,0.145,
96,-0.045,0.13,
97,-0.06,0.115,
98,-0.06,0.115,
99,-0.075,0.115,
100,-0.05,0.13,
101,-0.04,0.14,
102,-0.03,0.145,
103,-0.035,0.13,
104,-0.06,0.13,
105,-0.085,0.145,
106,-0.065,0.15,
107,-0.045,0.17,
108,-0.045,0.165,
109,-0.05,0.155,
110,-0.065,0.14,
111,-0.075,0.14,
112,-0.06,0.15,
113,-0.055,0.155,
114,-0.05,0.15,
115,-0.06,0.145,
116,-0.08,0.14,
117,-0.085,0.155,
118,-0.075,0.175,
119,-0.045,0.175,
120,-0.04,0.165,
121,-0.055,0.155,
122,-0.06,0.14,
123,-0.075,0.14,
124,-0.065,0.165,
125,-0.06,0.185,
126,-0.055,0.165,
127,-0.055,0.155,
128,-0.075,0.135,
129,-0.07,0.145,
130,-0.05,0.155,
131,-0.045,0.165,
132,-0.045,0.155,
133,-0.055,0.14,
134,-0.07,0.135,
135,-0.08,0.135,
136,-0.075,0.16,
137,-0.055,0.185,
138,-0.045,0.16,
139,-0.06,0.16,
140,-0.07,0.155,
141,-0.085,0.15,
142,-0.065,0.16,
143,-0.05,0.175,
144,-0.05,0.165,
145,-0.05,0.155,
146,-0.065,0.135,
147,-0.075,0.16,
148,-0.06,0.17,
149,-0.05,0.18,
150,-0.04,0.185,
151,-0.05,0.165,
152,-0.07,0.155,
153,-0.065,0.15,
154,-0.06,0.165,
155,-0.065,0.17,
156,-0.055,0.165,
157,-0.055,0.15,
158,-0.08,0.15,
159,-0.08,0.155,
160,-0.065,0.175,
161,-0.055,0.175,
162,-0.04,0.185,
163,-0.045,0.155,
164,-0.065,0.145,
165,-0.08,0.15,
166,-0.07,0.16,
167,-0.06,0.165,
168,-0.06,0.175,
169,-0.07,0.165,
170,-0.065,0.15,
171,-0.085,0.155,
172,-0.05,0.175,
173,-0.045,0.175,
174,-0.05,0.165,
175,-0.055,0.145,
176,-0.07,0.145,
177,-0.07,0.14,
178,-0.05,0.155,
179,-0.05,0.17,
180,-0.035,0.18,
181,-0.045,0.16,
182,-0.065,0.15,
183,-0.065,0.16,+
184,-0.06,0.17,
185,-0.055,0.175,
186,-0.055,0.175,
187,-0.055,0.155,
188,-0.065,0.155,
189,-0.055,0.155,
190,-0.05,0.185,
191,-0.04,0.19,
192,-0.035,0.185,
193,-0.04,0.165,
194,-0.06,0.155,
195,-0.065,0.16,
196,-0.065,0.17,
197,-0.045,0.18,
198,-0.055,0.175,
199,-0.055,0.155,
200,-0.06,0.14,
201,-0.065,0.16,
202,-0.07,0.18,
203,-0.05,0.195,
204,-0.04,0.175,
205,-0.05,0.165,
206,-0.06,0.145,
207,-0.065,0.155,
208,-0.05,0.15,
209,-0.025,0.175,
210,-0.03,0.17,
211,-0.045,0.15,
212,-0.055,0.16,
213,-0.065,0.16,
214,-0.05,0.17,
215,-0.045,0.17,
216,-0.04,0.155,
217,-0.045,0.14,
218,-0.05,0.15,
219,-0.065,0.145,
220,-0.055,0.17,
221,-0.03,0.19,
222,-0.04,0.18,
223,-0.035,0.165,
224,-0.04,0.135,
225,-0.055,0.16,
226,-0.05,0.165,
227,-0.02,0.17,
228,-0.03,0.165,
229,-0.045,0.145,
230,-0.05,0.15,
231,-0.05,0.145,
232,-0.04,0.16,
233,-0.025,0.18,
234,-0.03,0.165,
235,-0.035,0.145,
236,-0.055,0.14,
237,-0.035,0.14,
238,-0.03,0.17,
239,-0.02,0.175,
240,-0.025,0.18,
241,-0.025,0.155,
242,-0.035,0.155,
243,-0.04,0.16,
244,-0.025,0.18,
245,-0.015,0.17,
246,-0.02,0.17,
247,-0.03,0.165,
248,-0.035,0.16,
249,-0.05,0.165,
250,-0.025,0.18,
251,-0.015,0.185,
252,-0.02,0.19,
253,-0.02,0.15,
254,-0.04,0.135,
255,-0.05,0.135,
256,-0.025,0.15,
257,-0.02,0.145,
258,-0.005,0.145,
259,-0.02,0.135,
260,-0.025,0.12,
261,-0.025,0.135,
262,-0.02,0.15,
263,-0.005,0.17,
264,-0.01,0.155,
265,-0.01,0.145,
266,-0.04,0.14,
267,-0.025,0.14,
268,-0.015,0.155,
269,-0.005,0.165,
270,0.005,0.155,
271,-0.01,0.135,
272,-0.03,0.13,
273,-0.03,0.13,
274,-0.02,0.14,
275,-0.005,0.155,
276,-0.01,0.135,
277,-0.025,0.125,
278,-0.035,0.105,
279,-0.035,0.12,
280,-0.01,0.125,
281,-0.005,0.15,
282,0.0,0.14,
283,-0.005,0.135,
284,-0.025,0.13,
285,-0.02,0.15,
286,-0.02,0.17,
