,MLII,V1,symbol
0,0.22,0.185,
1,0.22,0.185,
2,0.22,0.185,
3,0.22,0.185,
4,0.22,0.185,
5,0.22,0.185,
6,0.22,0.185,
7,0.22,0.185,
8,0.22,0.185,
9,0.19,0.165,
10,0.17,0.185,
11,0.14,0.195,
12,0.145,0.225,
13,0.125,0.215,
14,0.11,0.19,
15,0.07,0.2,
16,0.025,0.205,
17,0.01,0.22,
18,0.005,0.235,
19,0.0,0.24,
20,-0.03,0.215,
21,-0.05,0.205,
22,-0.08,0.225,
23,-0.08,0.24,
24,-0.08,0.255,
25,-0.085,0.245,
26,-0.11,0.245,
27,-0.145,0.23,
28,-0.16,0.23,
29,-0.14,0.25,
30,-0.13,0.26,
31,-0.13,0.25,
32,-0.14,0.225,
33,-0.155,0.22,
34,-0.18,0.225,
35,-0.175,0.235,
36,-0.16,0.245,
37,-0.155,0.245,
38,-0.17,0.245,
39,-0.165,0.225,
40,-0.17,0.225,
41,-0.16,0.25,+
42,-0.15,0.26,
43,-0.165,0.27,
44,-0.17,0.245,
45,-0.185,0.23,
46,-0.19,0.235,
47,-0.165,0.25,
48,-0.155,0.26,
49,-0.155,0.26,
50,-0.155,0.24,
51,-0.155,0.245,
52,-0.16,0.245,
53,-0.145,0.275,
54,-0.115,0.295,
55,-0.11,0.28,
56,-0.11,0.26,
57,-0.13,0.25,
58,-0.13,0.27,
59,-0.125,0.275,
60,-0.09,0.29,
61,-0.07,0.265,
62,-0.07,0.25,
63,-0.07,0.25,
64,-0.075,0.25,
65,-0.07,0.255,
66,-0.095,0.25,
67,-0.12,0.225,
68,-0.13,0.205,
69,-0.13,0.22,
70,-0.14,0.22,
71,-0.13,0.225,
72,-0.13,0.225,
73,-0.15,0.225,
74,-0.155,0.215,
75,-0.16,0.205,
76,-0.155,0.21,
77,-0.13,0.245,
78,-0.115,0.25,
79,-0.155,0.25,
80,-0.175,0.235,
81,-0.2,0.22,
82,-0.195,0.235,
83,-0.175,0.235,
84,-0.165,0.23,
85,-0.19,0.235,
86,-0.2,0.23,
87,-0.205,0.21,
88,-0.2,0.23,
89,-0.18,0.235,
90,-0.165,0.235,
91,-0.165,0.25,
92,-0.175,0.235,
93,-0.19,0.225,
94,-0.175,0.23,
95,-0.175,0.26,
96,-0.175,0.265,
97,-0.18,0.26,
98,-0.185,0.235,
99,-0.185,0.22,
100,-0.175,0.235,
101,-0.18,0.24,
102,-0.17,0.25,
103,-0.165,0.24,
104,-0.175,0.235,
105,-0.175,0.235,
106,-0.185,0.245,
107,-0.18,0.245,
108,-0.145,0.255,
109,-0.17,0.235,
110,-0.19,0.2,
111,-0.215,0.205,
112,-0.215,0.22,
113,-0.2,0.255,
114,-0.185,0.265,
115,-0.19,0.28,
116,-0.19,0.285,
117,-0.15,0.27,
118,-0.025,0.26,
119,0.14,0.22,
120,0.315,0.175,
121,0.47,0.12,
122,0.63,0.06,
123,0.72,-0.01,
124,0.8,-0.055,N
125,0.84,-0.12,
126,0.8,-0.125,
127,0.675,-0.155,
128,0.515,-0.165,
129,0.26,-0.155,
130,-0.08,-0.115,
131,-0.415,-0.055,
132,-0.65,-0.015,
133,-0.785,0.025,
134,-0.755,0.065,
135,-0.665,0.13,
136,-0.555,0.19,
137,-0.47,0.235,
138,-0.375,0.26,
139,-0.315,0.245,
140,-0.265,0.235,
141,-0.255,0.22,
142,-0.225,0.22,
143,-0.21,0.23,
144,-0.175,0.25,
145,-0.17,0.24,
146,-0.17,0.22,
147,-0.185,0.205,
148,-0.185,0.24,
149,-0.165,0.245,
150,-0.13,0.27,
151,-0.14,0.255,
152,-0.135,0.215,
153,-0.14,0.215,
154,-0.155,0.215,
155,-0.135,0.24,
156,-0.115,0.24,
157,-0.09,0.245,
158,-0.075,0.24,
159,-0.085,0.225,
160,-0.085,0.245,
161,-0.07,0.25,
162,-0.06,0.26,
163,-0.055,0.235,
164,-0.06,0.22,
165,-0.065,0.2,
166,-0.06,0.21,
167,-0.02,0.215,
168,0.025,0.245,
169,0.04,0.235,
170,0.04,0.21,
171,0.04,0.2,
172,0.05,0.205,
173,0.095,0.22,
174,0.1,0.245,
175,0.12,0.23,
176,0.115,0.22,
177,0.12,0.2,
178,0.135,0.21,
179,0.155,0.215,
180,0.195,0.22,
181,0.205,0.215,
182,0.205,0.18,
183,0.205,0.185,
184,0.225,0.19,
185,0.24,0.21,
186,0.265,0.215,
187,0.26,0.2,
188,0.265,0.195,
189,0.25,0.185,
190,0.245,0.19,
191,0.255,0.21,
192,0.265,0.225,
193,0.265,0.205,
194,0.245,0.195,
195,0.225,0.195,
196,0.215,0.215,
197,0.21,0.225,
198,0.205,0.255,
199,0.17,0.23,
200,0.15,0.23,
201,0.12,0.23,
202,0.105,0.235,
203,0.085,0.26,
204,0.08,0.265,
205,0.055,0.265,
206,0.02,0.245,
207,-0.01,0.255,
208,-0.02,0.26,
209,-0.025,0.28,
210,-0.04,0.3,
211,-0.055,0.29,
