,MLII,V1,symbol
0,-0.245,0.21,
1,-0.245,0.21,
2,-0.245,0.21,
3,-0.245,0.21,
4,-0.245,0.21,
5,-0.245,0.21,
6,-0.245,0.21,
7,-0.245,0.21,
8,-0.24,0.21,
9,-0.235,0.215,
10,-0.195,0.205,
11,-0.18,0.215,
12,-0.155,0.215,
13,-0.135,0.21,
14,-0.125,0.205,
15,-0.14,0.215,
16,-0.165,0.205,
17,-0.17,0.2,
18,-0.185,0.2,
19,-0.195,0.185,
20,-0.195,0.185,
21,-0.19,0.19,
22,-0.17,0.195,
23,-0.165,0.2,
24,-0.165,0.21,
25,-0.17,0.22,
26,-0.165,0.24,
27,-0.175,0.23,
28,-0.18,0.225,
29,-0.195,0.22,
30,-0.195,0.215,
31,-0.195,0.215,
32,-0.215,0.205,
33,-0.215,0.21,
34,-0.2,0.215,
35,-0.185,0.22,
36,-0.175,0.215,
37,-0.175,0.23,
38,-0.175,0.23,
39,-0.19,0.235,
40,-0.2,0.215,
41,-0.205,0.22,
42,-0.2,0.215,
43,-0.2,0.205,
44,-0.185,0.205,
45,-0.2,0.195,
46,-0.2,0.2,
47,-0.2,0.22,
48,-0.19,0.215,
49,-0.16,0.225,
50,-0.145,0.22,
51,-0.14,0.215,
52,-0.16,0.215,
53,-0.175,0.205,
54,-0.205,0.22,
55,-0.225,0.23,
56,-0.255,0.215,
57,-0.26,0.22,
58,-0.23,0.215,
59,-0.185,0.215,
60,-0.165,0.2,
61,-0.16,0.235,
62,-0.17,0.24,
63,-0.2,0.24,
64,-0.22,0.25,
65,-0.215,0.235,
66,-0.215,0.235,
67,-0.215,0.21,
68,-0.19,0.195,
69,-0.19,0.2,
70,-0.19,0.205,
71,-0.195,0.21,
72,-0.195,0.22,
73,-0.195,0.23,
74,-0.19,0.215,
75,-0.19,0.24,
76,-0.185,0.23,+
77,-0.185,0.21,
78,-0.18,0.205,
79,-0.17,0.21,
80,-0.185,0.215,
81,-0.2,0.23,
82,-0.215,0.235,
83,-0.21,0.235,
84,-0.185,0.225,
85,-0.15,0.22,
86,-0.145,0.235,
87,-0.17,0.24,
88,-0.2,0.25,
89,-0.225,0.24,
90,-0.24,0.25,
91,-0.225,0.215,
92,-0.205,0.21,
93,-0.2,0.2,
94,-0.195,0.205,
95,-0.195,0.225,
96,-0.205,0.22,
97,-0.205,0.25,
98,-0.205,0.245,
99,-0.21,0.235,
100,-0.21,0.22,
101,-0.19,0.2,
102,-0.175,0.19,
103,-0.175,0.19,
104,-0.175,0.18,
105,-0.175,0.185,
106,-0.18,0.18,
107,-0.18,0.195,
108,-0.2,0.195,
109,-0.235,0.23,
110,-0.25,0.24,
111,-0.255,0.23,
112,-0.24,0.225,
113,-0.215,0.2,
114,-0.185,0.185,
115,-0.17,0.16,
116,-0.18,0.17,
117,-0.175,0.18,
118,-0.185,0.195,
119,-0.185,0.21,
120,-0.185,0.215,
121,-0.19,0.23,
122,-0.22,0.24,
123,-0.22,0.23,
124,-0.22,0.22,
125,-0.205,0.21,
126,-0.185,0.19,
127,-0.195,0.19,
128,-0.21,0.19,
129,-0.215,0.185,
130,-0.215,0.19,
131,-0.195,0.2,
132,-0.175,0.205,
133,-0.18,0.215,
134,-0.21,0.25,
135,-0.245,0.255,
136,-0.26,0.25,
137,-0.265,0.235,
138,-0.26,0.22,
139,-0.255,0.205,
140,-0.235,0.175,
141,-0.21,0.18,
142,-0.2,0.175,
143,-0.175,0.195,
144,-0.175,0.19,
145,-0.17,0.205,
146,-0.195,0.21,
147,-0.215,0.21,
148,-0.23,0.21,
149,-0.235,0.215,
150,-0.23,0.205,
151,-0.22,0.2,
152,-0.195,0.18,
153,-0.175,0.18,
154,-0.155,0.17,
155,-0.15,0.175,
156,-0.15,0.195,
157,-0.17,0.21,
158,-0.18,0.205,
159,-0.21,0.225,
160,-0.245,0.245,
161,-0.25,0.245,
162,-0.27,0.25,
163,-0.275,0.24,
164,-0.27,0.225,
165,-0.255,0.21,
166,-0.235,0.21,
167,-0.2,0.205,
168,-0.155,0.19,
169,-0.12,0.175,
170,-0.115,0.17,
171,-0.125,0.175,
172,-0.175,0.19,
173,-0.225,0.215,
174,-0.265,0.24,
175,-0.29,0.24,
176,-0.29,0.245,
177,-0.3,0.235,
178,-0.27,0.235,
179,-0.235,0.215,
180,-0.205,0.225,
181,-0.19,0.215,
182,-0.185,0.215,
183,-0.18,0.2,
184,-0.17,0.19,
185,-0.145,0.18,
186,-0.145,0.175,
187,-0.145,0.16,
188,-0.17,0.175,
189,-0.21,0.195,
190,-0.25,0.205,
191,-0.28,0.23,
192,-0.275,0.245,
193,-0.275,0.245,
194,-0.245,0.24,
195,-0.225,0.225,
196,-0.195,0.22,
197,-0.175,0.2,
198,-0.19,0.185,
199,-0.195,0.17,
200,-0.19,0.17,
201,-0.195,0.18,
202,-0.22,0.18,
203,-0.22,0.205,
204,-0.23,0.215,
205,-0.22,0.24,
206,-0.22,0.23,
207,-0.22,0.225,
208,-0.2,0.2,
209,-0.205,0.195,
210,-0.21,0.185,
211,-0.22,0.2,
212,-0.235,0.2,
213,-0.25,0.21,
214,-0.265,0.2,
215,-0.25,0.205,
216,-0.24,0.21,
217,-0.225,0.21,
218,-0.2,0.21,
219,-0.2,0.185,
220,-0.19,0.185,
221,-0.185,0.19,
222,-0.195,0.175,
223,-0.195,0.18,
224,-0.2,0.18,
225,-0.205,0.195,
226,-0.22,0.2,
227,-0.215,0.205,
228,-0.225,0.205,
229,-0.23,0.215,
230,-0.23,0.22,
231,-0.23,0.22,
232,-0.205,0.21,
233,-0.21,0.2,
234,-0.215,0.19,
235,-0.22,0.185,
236,-0.235,0.18,
237,-0.245,0.18,
238,-0.235,0.195,
239,-0.23,0.2,
240,-0.195,0.2,
241,-0.18,0.205,
242,-0.17,0.22,
243,-0.17,0.205,
244,-0.165,0.19,
245,-0.17,0.195,
246,-0.18,0.19,
247,-0.21,0.18,
248,-0.23,0.18,
249,-0.23,0.195,
250,-0.235,0.195,
251,-0.24,0.205,
252,-0.235,0.21,
253,-0.245,0.215,
254,-0.245,0.225,
255,-0.24,0.22,
256,-0.24,0.22,
257,-0.22,0.19,
258,-0.21,0.18,
259,-0.195,0.19,
260,-0.195,0.175,
261,-0.21,0.19,
262,-0.215,0.19,
263,-0.215,0.2,
264,-0.195,0.185,
265,-0.17,0.2,
266,-0.14,0.195,
267,-0.145,0.185,
268,-0.175,0.185,
269,-0.215,0.215,
270,-0.25,0.21,
271,-0.28,0.21,
272,-0.275,0.21,
273,-0.265,0.2,
274,-0.235,0.18,
275,-0.205,0.19,
276,-0.2,0.195,
277,-0.195,0.2,
278,-0.2,0.205,
279,-0.205,0.205,
280,-0.21,0.22,
281,-0.22,0.22,
282,-0.235,0.205,
283,-0.255,0.21,
284,-0.26,0.195,
285,-0.245,0.19,
286,-0.225,0.19,
287,-0.21,0.2,
288,-0.2,0.2,
289,-0.19,0.21,
290,-0.185,0.22,
291,-0.2,0.215,
292,-0.225,0.23,
293,-0.225,0.215,
294,-0.23,0.21,
295,-0.225,0.2,
296,-0.2,0.185,
297,-0.19,0.17,
298,-0.175,0.19,
299,-0.165,0.2,
300,-0.19,0.205,
301,-0.205,0.205,
302,-0.215,0.22,
303,-0.23,0.22,
304,-0.21,0.195,
305,-0.18,0.19,
306,-0.17,0.17,
307,-0.18,0.17,
308,-0.205,0.185,
309,-0.235,0.2,
310,-0.255,0.21,
311,-0.25,0.21,
312,-0.225,0.205,
313,-0.195,0.215,
314,-0.175,0.22,
315,-0.165,0.215,
316,-0.155,0.21,
317,-0.175,0.19,
318,-0.2,0.205,
319,-0.215,0.195,
320,-0.22,0.19,
321,-0.205,0.18,
322,-0.2,0.185,
323,-0.19,0.185,
324,-0.175,0.19,
325,-0.175,0.205,
326,-0.185,0.215,
327,-0.195,0.215,
328,-0.205,0.195,
329,-0.21,0.215,
330,-0.215,0.21,
331,-0.215,0.195,
332,-0.215,0.19,
333,-0.195,0.185,
334,-0.19,0.18,
335,-0.195,0.19,
336,-0.195,0.2,
337,-0.215,0.205,
338,-0.2,0.2,
339,-0.195,0.2,
