,MLII,V1,symbol
0,-0.215,0.095,
1,-0.215,0.095,
2,-0.215,0.095,
3,-0.215,0.095,
4,-0.215,0.095,
5,-0.215,0.095,
6,-0.215,0.095,
7,-0.215,0.095,
8,-0.21,0.095,
9,-0.2,0.11,+
10,-0.19,0.1,
11,-0.195,0.085,
12,-0.2,0.05,
13,-0.2,0.06,
14,-0.175,0.09,
15,-0.16,0.095,
16,-0.16,0.095,
17,-0.155,0.07,
18,-0.175,0.045,
19,-0.16,0.055,
20,-0.16,0.065,
21,-0.17,0.09,
22,-0.155,0.09,
23,-0.17,0.065,
24,-0.185,0.06,
25,-0.165,0.055,
26,-0.175,0.065,
27,-0.16,0.085,
28,-0.145,0.085,
29,-0.165,0.035,
30,-0.195,0.01,
31,-0.235,-0.045,
32,-0.255,-0.07,
33,-0.26,-0.075,
34,-0.25,-0.115,
35,-0.26,-0.175,
36,-0.27,-0.235,
37,-0.24,-0.265,
38,-0.145,-0.25,
39,-0.035,-0.22,
40,0.095,-0.19,
41,0.235,-0.18,
42,0.315,-0.18,
43,0.34,-0.185,
44,0.38,-0.15,
45,0.41,-0.06,
46,0.48,0.115,
47,0.59,0.375,
48,0.71,0.675,
49,0.795,0.94,
50,0.815,1.08,R
51,0.775,1.135,
52,0.71,1.185,
53,0.655,1.225,
54,0.58,1.28,
55,0.485,1.305,
56,0.37,1.305,
57,0.215,1.29,
58,0.02,1.22,
59,-0.145,1.135,
60,-0.265,1.035,
61,-0.315,0.965,
62,-0.345,0.9,
63,-0.35,0.895,
64,-0.39,0.895,
65,-0.405,0.895,
66,-0.465,0.905,
67,-0.51,0.91,
68,-0.49,0.965,
69,-0.445,1.01,
70,-0.39,1.04,
71,-0.375,1.07,
72,-0.345,1.07,
73,-0.295,1.075,
74,-0.23,1.065,
75,-0.18,1.025,
76,-0.16,0.945,
77,-0.16,0.845,
78,-0.2,0.725,
79,-0.24,0.59,
80,-0.26,0.445,
81,-0.275,0.365,
82,-0.275,0.255,
83,-0.27,0.195,
84,-0.28,0.145,
85,-0.27,0.145,
86,-0.265,0.125,
87,-0.265,0.105,
88,-0.26,0.085,
89,-0.275,0.06,
90,-0.285,0.045,
91,-0.285,0.06,
92,-0.285,0.07,
93,-0.28,0.07,
94,-0.285,0.035,
95,-0.28,0.01,
96,-0.3,0.01,
97,-0.29,0.025,
98,-0.29,0.05,
99,-0.29,0.04,
100,-0.28,0.035,
101,-0.285,0.0,
102,-0.3,-0.005,
103,-0.29,0.015,
104,-0.28,0.045,
105,-0.26,0.045,
106,-0.265,0.035,
107,-0.265,0.0,
108,-0.28,-0.015,
109,-0.28,0.0,
110,-0.27,0.015,
111,-0.26,0.04,
112,-0.265,0.035,
113,-0.27,0.02,
114,-0.28,-0.01,
115,-0.285,0.0,
116,-0.27,0.015,
117,-0.25,0.045,
118,-0.25,0.055,
119,-0.255,0.03,
120,-0.26,0.0,
121,-0.25,-0.005,
122,-0.24,0.025,
123,-0.235,0.05,
124,-0.225,0.045,
125,-0.225,0.03,
126,-0.24,0.01,
127,-0.23,0.01,
128,-0.21,0.03,
129,-0.19,0.035,
130,-0.19,0.055,
131,-0.205,0.055,
132,-0.215,0.025,
133,-0.215,0.02,
134,-0.195,0.035,
135,-0.195,0.075,
136,-0.175,0.08,
137,-0.175,0.075,
138,-0.18,0.045,
139,-0.175,0.045,
140,-0.165,0.07,
141,-0.165,0.1,
142,-0.135,0.115,
143,-0.135,0.09,
144,-0.14,0.09,
145,-0.135,0.085,
146,-0.13,0.11,
147,-0.11,0.125,
148,-0.09,0.14,
149,-0.085,0.14,
150,-0.1,0.125,
151,-0.095,0.13,
152,-0.08,0.14,
153,-0.065,0.165,
154,-0.065,0.18,
155,-0.085,0.185,
156,-0.075,0.175,
157,-0.07,0.18,
158,-0.055,0.18,
159,-0.035,0.195,
160,-0.035,0.215,
161,-0.035,0.22,
162,-0.035,0.215,
163,-0.03,0.215,
164,-0.02,0.22,
165,-0.015,0.23,
166,0.0,0.245,
167,0.005,0.255,
168,-0.005,0.26,
169,0.01,0.26,
170,0.035,0.265,
171,0.05,0.275,
172,0.05,0.295,
173,0.05,0.29,
174,0.045,0.29,
175,0.04,0.295,
176,0.035,0.295,
177,0.07,0.305,
178,0.07,0.315,
179,0.07,0.32,
180,0.065,0.315,
181,0.075,0.32,
182,0.07,0.32,
183,0.08,0.34,
184,0.1,0.35,
185,0.095,0.36,
186,0.085,0.345,
187,0.08,0.34,
188,0.095,0.35,
189,0.105,0.37,
190,0.125,0.375,
191,0.125,0.37,
192,0.125,0.37,
193,0.11,0.38,
194,0.13,0.385,
195,0.15,0.39,
196,0.145,0.405,
197,0.14,0.395,
198,0.115,0.405,
199,0.11,0.41,
200,0.125,0.4,
201,0.14,0.405,
202,0.145,0.42,
203,0.135,0.415,
204,0.13,0.425,
205,0.125,0.43,
206,0.125,0.435,
207,0.14,0.43,
208,0.14,0.44,
209,0.135,0.435,
210,0.13,0.45,
211,0.14,0.46,
212,0.145,0.46,
213,0.15,0.465,
214,0.14,0.46,
215,0.125,0.47,
216,0.115,0.48,
217,0.115,0.49,
218,0.13,0.495,
219,0.12,0.49,
220,0.115,0.49,
221,0.115,0.5,
222,0.1,0.51,
223,0.09,0.525,
224,0.1,0.53,
225,0.11,0.535,
226,0.105,0.54,
227,0.09,0.55,
228,0.075,0.57,
229,0.08,0.565,
230,0.085,0.585,
231,0.11,0.58,
232,0.105,0.58,
233,0.1,0.58,
234,0.085,0.6,
235,0.09,0.61,
236,0.105,0.63,
237,0.095,0.635,
238,0.095,0.615,
239,0.08,0.625,
240,0.07,0.62,
241,0.06,0.65,
242,0.07,0.66,
243,0.09,0.645,
244,0.09,0.635,
245,0.09,0.64,
246,0.085,0.63,
247,0.075,0.655,
248,0.085,0.66,
249,0.105,0.655,
250,0.115,0.645,
251,0.105,0.63,
252,0.11,0.64,
253,0.11,0.645,
254,0.12,0.65,
255,0.13,0.64,
256,0.145,0.605,
257,0.135,0.61,
258,0.125,0.61,
259,0.125,0.63,
260,0.135,0.64,
261,0.135,0.635,
