,MLII,V1,symbol
0,-0.78,-0.735,
1,-0.78,-0.735,
2,-0.78,-0.735,
3,-0.78,-0.735,
4,-0.78,-0.735,
5,-0.78,-0.735,
6,-0.78,-0.735,
7,-0.78,-0.69,
8,-0.78,-0.685,
9,-0.775,-0.715,
10,-0.755,-0.74,
11,-0.755,-0.735,
12,-0.745,-0.675,
13,-0.745,-0.66,
14,-0.765,-0.685,
15,-0.76,-0.75,
16,-0.745,-0.785,
17,-0.745,-0.77,+
18,-0.76,-0.705,
19,-0.76,-0.635,
20,-0.75,-0.65,
21,-0.735,-0.705,
22,-0.705,-0.745,
23,-0.695,-0.78,
24,-0.69,-0.735,
25,-0.705,-0.695,
26,-0.725,-0.68,
27,-0.72,-0.71,
28,-0.7,-0.765,
29,-0.665,-0.77,
30,-0.645,-0.735,
31,-0.61,-0.675,
32,-0.595,-0.64,
33,-0.58,-0.67,
34,-0.55,-0.71,
35,-0.52,-0.72,
36,-0.535,-0.665,
37,-0.54,-0.61,
38,-0.55,-0.62,
39,-0.545,-0.665,
40,-0.535,-0.69,
41,-0.54,-0.685,
42,-0.545,-0.635,
43,-0.56,-0.59,
44,-0.575,-0.62,
45,-0.585,-0.665,
46,-0.58,-0.68,
47,-0.58,-0.66,
48,-0.59,-0.595,
49,-0.605,-0.58,
50,-0.605,-0.61,
51,-0.605,-0.695,
52,-0.61,-0.745,
53,-0.61,-0.74,
54,-0.645,-0.695,
55,-0.685,-0.66,
56,-0.69,-0.68,
57,-0.715,-0.7,
58,-0.7,-0.755,
59,-0.715,-0.76,
60,-0.735,-0.705,
61,-0.755,-0.69,
62,-0.79,-0.675,
63,-0.775,-0.745,
64,-0.795,-0.79,
65,-0.785,-0.77,
66,-0.795,-0.715,
67,-0.81,-0.66,
68,-0.78,-0.645,
69,-0.765,-0.7,
70,-0.755,-0.745,
71,-0.74,-0.76,
72,-0.74,-0.72,
73,-0.785,-0.69,
74,-0.825,-0.68,
75,-0.84,-0.74,
76,-0.89,-0.785,
77,-0.925,-0.8,
78,-0.96,-0.765,
79,-0.965,-0.705,
80,-0.95,-0.665,
81,-0.87,-0.66,
82,-0.73,-0.625,
83,-0.555,-0.555,
84,-0.345,-0.445,
85,-0.14,-0.375,
86,0.05,-0.36,
87,0.235,-0.405,
88,0.41,-0.42,
89,0.57,-0.42,
90,0.705,-0.405,
91,0.8,-0.425,
92,0.845,-0.54,
93,0.855,-0.695,N
94,0.845,-0.86,
95,0.805,-0.925,
96,0.73,-0.89,
97,0.65,-0.815,
98,0.53,-0.735,
99,0.34,-0.665,
100,0.065,-0.595,
101,-0.26,-0.585,
102,-0.555,-0.6,
103,-0.745,-0.68,
104,-0.82,-0.75,
105,-0.815,-0.82,
106,-0.755,-0.815,
107,-0.7,-0.74,
108,-0.67,-0.675,
109,-0.67,-0.7,
110,-0.695,-0.73,
111,-0.74,-0.745,
112,-0.77,-0.765,
113,-0.84,-0.695,
114,-0.865,-0.66,
115,-0.86,-0.69,
116,-0.845,-0.71,
117,-0.82,-0.705,
118,-0.81,-0.65,
119,-0.83,-0.625,
120,-0.855,-0.615,
121,-0.855,-0.68,
122,-0.84,-0.72,
123,-0.845,-0.725,
124,-0.83,-0.68,
125,-0.84,-0.625,
126,-0.85,-0.62,
127,-0.84,-0.655,
128,-0.815,-0.69,
129,-0.8,-0.69,
130,-0.81,-0.625,
131,-0.82,-0.595,
132,-0.85,-0.605,
133,-0.86,-0.66,
134,-0.84,-0.715,
135,-0.83,-0.71,
136,-0.835,-0.655,
137,-0.84,-0.605,
138,-0.845,-0.605,
139,-0.835,-0.62,
140,-0.805,-0.67,
141,-0.8,-0.635,
142,-0.8,-0.615,
143,-0.805,-0.55,
144,-0.82,-0.55,
145,-0.83,-0.615,
146,-0.825,-0.66,
147,-0.81,-0.67,
148,-0.84,-0.63,
149,-0.865,-0.57,
150,-0.865,-0.55,
151,-0.855,-0.575,
152,-0.82,-0.615,
153,-0.8,-0.605,
154,-0.77,-0.535,
155,-0.785,-0.5,
156,-0.78,-0.495,
157,-0.795,-0.525,
158,-0.79,-0.59,
159,-0.79,-0.595,
160,-0.8,-0.55,
161,-0.82,-0.52,
162,-0.82,-0.505,
163,-0.8,-0.545,
164,-0.765,-0.575,
165,-0.715,-0.565,
166,-0.73,-0.485,
167,-0.74,-0.45,
168,-0.755,-0.465,
169,-0.765,-0.52,
170,-0.77,-0.605,
171,-0.755,-0.625,
172,-0.765,-0.575,
173,-0.765,-0.535,
174,-0.76,-0.52,
175,-0.76,-0.55,
176,-0.74,-0.595,
177,-0.72,-0.605,
178,-0.715,-0.575,
179,-0.725,-0.535,
180,-0.725,-0.545,
181,-0.72,-0.6,
182,-0.72,-0.66,
183,-0.715,-0.65,
184,-0.735,-0.63,
185,-0.74,-0.6,
186,-0.755,-0.63,
187,-0.735,-0.665,
188,-0.725,-0.705,
189,-0.72,-0.67,
190,-0.72,-0.62,
191,-0.755,-0.595,
192,-0.77,-0.66,
193,-0.77,-0.725,
194,-0.74,-0.75,
195,-0.74,-0.72,
196,-0.735,-0.67,
197,-0.755,-0.665,
198,-0.76,-0.685,
199,-0.76,-0.745,
200,-0.765,-0.75,
201,-0.745,-0.73,
202,-0.73,-0.655,
203,-0.75,-0.65,
204,-0.74,-0.69,
205,-0.74,-0.75,
206,-0.745,-0.775,
207,-0.72,-0.74,
208,-0.76,-0.705,
209,-0.785,-0.695,
210,-0.78,-0.72,
211,-0.785,-0.77,
212,-0.755,-0.77,
213,-0.75,-0.725,
214,-0.755,-0.655,
215,-0.77,-0.655,
216,-0.78,-0.695,
217,-0.77,-0.78,
218,-0.765,-0.815,
219,-0.775,-0.78,
220,-0.795,-0.73,
221,-0.805,-0.69,
222,-0.83,-0.725,
223,-0.82,-0.76,
224,-0.8,-0.78,
225,-0.785,-0.735,
226,-0.785,-0.7,
227,-0.8,-0.67,
228,-0.805,-0.715,
229,-0.81,-0.765,
230,-0.825,-0.8,
231,-0.825,-0.76,
232,-0.85,-0.72,
233,-0.87,-0.72,
234,-0.88,-0.76,
235,-0.86,-0.795,
236,-0.85,-0.8,
237,-0.84,-0.73,
238,-0.835,-0.68,
239,-0.855,-0.675,
240,-0.855,-0.73,
241,-0.85,-0.775,
242,-0.84,-0.795,
243,-0.845,-0.77,
244,-0.855,-0.725,
245,-0.865,-0.7,
246,-0.865,-0.75,
247,-0.84,-0.8,
248,-0.825,-0.785,
249,-0.82,-0.74,
250,-0.81,-0.695,
251,-0.82,-0.69,
252,-0.81,-0.755,
253,-0.775,-0.8,
254,-0.79,-0.785,
255,-0.785,-0.75,
256,-0.8,-0.715,
257,-0.815,-0.73,
258,-0.79,-0.78,
259,-0.755,-0.805,
260,-0.72,-0.785,
261,-0.71,-0.72,
262,-0.685,-0.69,
263,-0.69,-0.685,
264,-0.67,-0.75,
265,-0.655,-0.8,
266,-0.625,-0.775,
267,-0.61,-0.72,
268,-0.63,-0.675,
269,-0.63,-0.68,
270,-0.635,-0.71,
271,-0.63,-0.74,
272,-0.61,-0.73,
273,-0.605,-0.675,
274,-0.615,-0.605,
275,-0.625,-0.615,
276,-0.625,-0.68,
277,-0.64,-0.725,
278,-0.63,-0.745,
279,-0.655,-0.715,
280,-0.665,-0.665,
281,-0.69,-0.655,
282,-0.685,-0.695,
283,-0.685,-0.745,
284,-0.675,-0.76,
285,-0.68,-0.73,
286,-0.705,-0.665,
287,-0.74,-0.665,
288,-0.755,-0.725,
289,-0.765,-0.805,
290,-0.79,-0.845,
291,-0.8,-0.815,
292,-0.83,-0.775,
293,-0.85,-0.745,
294,-0.855,-0.76,
295,-0.845,-0.79,
296,-0.84,-0.79,
297,-0.84,-0.77,
298,-0.855,-0.71,
299,-0.855,-0.715,
300,-0.865,-0.775,
301,-0.855,-0.825,
302,-0.855,-0.84,
303,-0.85,-0.795,
304,-0.875,-0.76,
305,-0.88,-0.745,
306,-0.9,-0.785,
307,-0.91,-0.84,
308,-0.925,-0.83,
309,-0.975,-0.785,
310,-1.035,-0.735,
311,-1.07,-0.74,
312,-1.07,-0.785,
313,-1.02,-0.805,
314,-0.915,-0.785,
315,-0.805,-0.7,
316,-0.675,-0.585,
317,-0.49,-0.52,
318,-0.28,-0.515,
319,-0.07,-0.49,
320,0.135,-0.45,
321,0.315,-0.375,
322,0.48,-0.33,
323,0.615,-0.36,
324,0.715,-0.5,
325,0.79,-0.63,
326,0.795,-0.765,N
327,0.77,-0.835,
328,0.71,-0.88,
329,0.635,-0.885,
330,0.55,-0.835,
331,0.425,-0.745,
332,0.19,-0.61,
333,-0.135,-0.535,
334,-0.45,-0.54,
335,-0.69,-0.685,
336,-0.83,-0.83,
337,-0.87,-0.915,
338,-0.87,-0.91,
339,-0.84,-0.845,
340,-0.8,-0.8,
341,-0.79,-0.8,
342,-0.775,-0.83,
343,-0.78,-0.835,
344,-0.82,-0.795,
345,-0.865,-0.755,
346,-0.89,-0.715,
347,-0.915,-0.75,
348,-0.92,-0.81,
349,-0.93,-0.865,
350,-0.915,-0.84,
351,-0.935,-0.765,
352,-0.95,-0.73,
353,-0.97,-0.74,
354,-0.955,-0.785,
355,-0.935,-0.795,
356,-0.92,-0.78,
357,-0.92,-0.7,
358,-0.925,-0.67,
359,-0.905,-0.685,
360,-0.905,-0.75,
361,-0.89,-0.78,
362,-0.905,-0.785,
363,-0.915,-0.75,
364,-0.93,-0.7,
365,-0.975,-0.69,
366,-0.945,-0.72,
367,-0.935,-0.775,
368,-0.905,-0.775,
369,-0.905,-0.71,
370,-0.915,-0.645,
371,-0.915,-0.63,
372,-0.925,-0.675,
373,-0.915,-0.73,
374,-0.91,-0.755,
375,-0.92,-0.71,
376,-0.935,-0.665,
377,-0.925,-0.645,
378,-0.93,-0.665,
379,-0.92,-0.73,
380,-0.885,-0.715,
381,-0.88,-0.68,
382,-0.905,-0.6,
383,-0.9,-0.585,
384,-0.905,-0.625,
385,-0.89,-0.67,
386,-0.87,-0.725,
387,-0.87,-0.675,
388,-0.895,-0.605,
389,-0.915,-0.57,
390,-0.915,-0.615,
391,-0.895,-0.655,
392,-0.875,-0.67,
393,-0.865,-0.615,
394,-0.85,-0.54,
395,-0.85,-0.53,
396,-0.885,-0.555,
397,-0.85,-0.625,
398,-0.835,-0.66,
399,-0.83,-0.65,
400,-0.84,-0.595,
401,-0.86,-0.565,
402,-0.875,-0.595,
403,-0.85,-0.63,
404,-0.84,-0.655,
405,-0.82,-0.605,
406,-0.81,-0.54,
407,-0.825,-0.525,
408,-0.825,-0.59,
409,-0.81,-0.665,
410,-0.815,-0.695,
411,-0.79,-0.655,
412,-0.82,-0.625,
413,-0.835,-0.595,
414,-0.835,-0.63,
415,-0.81,-0.695,
416,-0.79,-0.72,
417,-0.77,-0.71,
418,-0.775,-0.66,
419,-0.775,-0.615,
420,-0.785,-0.61,
421,-0.8,-0.68,
422,-0.795,-0.755,
423,-0.79,-0.8,
424,-0.79,-0.785,
425,-0.815,-0.725,
426,-0.82,-0.7,
427,-0.825,-0.725,
428,-0.815,-0.775,
429,-0.785,-0.795,
430,-0.79,-0.77,
431,-0.79,-0.73,
432,-0.8,-0.71,
433,-0.815,-0.755,
434,-0.815,-0.815,
435,-0.815,-0.86,
436,-0.82,-0.845,
437,-0.84,-0.79,
438,-0.85,-0.74,
439,-0.855,-0.755,
440,-0.855,-0.78,
441,-0.84,-0.835,
442,-0.82,-0.825,
443,-0.815,-0.765,
444,-0.83,-0.725,
445,-0.84,-0.74,
446,-0.845,-0.785,
447,-0.85,-0.86,
448,-0.84,-0.85,
449,-0.855,-0.81,
450,-0.87,-0.775,
451,-0.875,-0.755,
452,-0.85,-0.81,
453,-0.835,-0.835,
454,-0.83,-0.835,
455,-0.825,-0.795,
456,-0.86,-0.76,
457,-0.89,-0.75,
458,-0.875,-0.81,
459,-0.875,-0.885,
460,-0.885,-0.885,
461,-0.875,-0.86,
462,-0.895,-0.795,
463,-0.9,-0.755,
464,-0.915,-0.785,
465,-0.915,-0.84,
466,-0.88,-0.87,
467,-0.895,-0.845,
468,-0.92,-0.795,
469,-0.925,-0.785,
470,-0.94,-0.825,
471,-0.94,-0.88,
472,-0.945,-0.885,
473,-0.95,-0.85,
474,-0.96,-0.79,
475,-0.955,-0.795,
476,-0.94,-0.825,
477,-0.93,-0.845,
478,-0.92,-0.825,
479,-0.92,-0.785,
480,-0.93,-0.75,
481,-0.93,-0.775,
482,-0.925,-0.825,
483,-0.92,-0.875,
484,-0.92,-0.86,
485,-0.925,-0.825,
486,-0.925,-0.795,
487,-0.905,-0.805,
488,-0.87,-0.835,
489,-0.845,-0.85,
490,-0.825,-0.815,
491,-0.835,-0.765,
492,-0.86,-0.75,
493,-0.85,-0.775,
494,-0.835,-0.84,
495,-0.795,-0.885,
496,-0.77,-0.855,
497,-0.76,-0.8,
498,-0.75,-0.755,
499,-0.75,-0.755,
500,-0.72,-0.785,
501,-0.68,-0.82,
502,-0.665,-0.785,
503,-0.66,-0.73,
504,-0.67,-0.685,
505,-0.7,-0.675,
506,-0.69,-0.75,
507,-0.69,-0.815,
508,-0.695,-0.81,
