,MLII,V1,symbol
0,-0.095,0.025,
1,-0.095,0.025,
2,-0.095,0.025,
3,-0.095,0.025,
4,-0.095,0.025,
5,-0.095,0.025,
6,-0.095,0.025,
7,-0.095,0.025,
8,-0.11,0.025,
9,-0.14,0.01,
10,-0.14,0.025,
11,-0.135,0.055,
12,-0.115,0.045,
13,-0.11,0.04,
14,-0.135,0.025,
15,-0.15,0.02,
16,-0.18,0.015,
17,-0.175,0.025,
18,-0.16,0.04,
19,-0.15,0.045,+
20,-0.16,0.03,
21,-0.17,0.0,
22,-0.185,0.02,
23,-0.18,0.015,
24,-0.175,0.03,
25,-0.155,0.02,
26,-0.17,0.01,
27,-0.195,-0.015,
28,-0.21,-0.015,
29,-0.175,0.0,
30,-0.145,0.01,
31,-0.135,-0.01,
32,-0.125,-0.01,
33,-0.145,-0.015,
34,-0.165,-0.02,
35,-0.155,-0.005,
36,-0.135,0.015,
37,-0.12,0.0,
38,-0.11,-0.005,
39,-0.11,0.01,
40,-0.125,0.06,
41,-0.12,0.105,
42,-0.12,0.115,
43,-0.1,0.055,
44,-0.03,-0.015,
45,0.075,-0.14,
46,0.2,-0.24,
47,0.315,-0.325,
48,0.405,-0.42,
49,0.48,-0.555,
50,0.57,-0.715,
51,0.66,-0.86,
52,0.815,-0.975,
53,1.005,-1.055,
54,1.24,-1.1,
55,1.465,-1.15,
56,1.7,-1.195,
57,1.91,-1.23,
58,2.055,-1.225,L
59,2.1,-1.21,
60,2.045,-1.205,
61,1.85,-1.235,
62,1.47,-1.245,
63,1.045,-1.235,
64,0.745,-1.16,
65,0.595,-1.085,
66,0.5,-1.005,
67,0.465,-0.925,
68,0.435,-0.825,
69,0.415,-0.72,
70,0.395,-0.615,
71,0.375,-0.515,
72,0.35,-0.44,
73,0.3,-0.385,
74,0.245,-0.335,
75,0.18,-0.285,
76,0.135,-0.225,
77,0.115,-0.165,
78,0.115,-0.115,
79,0.075,-0.06,
80,0.025,-0.04,
81,-0.02,-0.01,
82,-0.07,0.055,
83,-0.1,0.12,
84,-0.13,0.165,
85,-0.155,0.195,
86,-0.2,0.215,
87,-0.245,0.215,
88,-0.275,0.24,
89,-0.29,0.285,
90,-0.285,0.29,
91,-0.275,0.29,
92,-0.29,0.295,
93,-0.305,0.29,
94,-0.325,0.315,
95,-0.325,0.335,
96,-0.32,0.35,
97,-0.33,0.365,
98,-0.34,0.355,
99,-0.35,0.345,
100,-0.35,0.375,
101,-0.345,0.395,
102,-0.34,0.435,
103,-0.34,0.43,
104,-0.35,0.44,
105,-0.36,0.43,
106,-0.365,0.435,
107,-0.375,0.475,
108,-0.375,0.505,
109,-0.36,0.51,
110,-0.365,0.515,
111,-0.395,0.53,
112,-0.39,0.56,
113,-0.395,0.585,
114,-0.385,0.605,
115,-0.405,0.615,
116,-0.42,0.635,
117,-0.425,0.645,
118,-0.44,0.67,
119,-0.44,0.715,
120,-0.44,0.745,
121,-0.45,0.745,
122,-0.465,0.725,
123,-0.46,0.725,
124,-0.49,0.765,
125,-0.475,0.795,
126,-0.465,0.825,
127,-0.48,0.835,
128,-0.51,0.835,
129,-0.53,0.85,
130,-0.555,0.845,
131,-0.56,0.875,
132,-0.525,0.905,
133,-0.535,0.885,
134,-0.56,0.875,
135,-0.59,0.86,
136,-0.62,0.875,
137,-0.585,0.88,
138,-0.57,0.875,
139,-0.56,0.85,
140,-0.575,0.83,
141,-0.585,0.78,
142,-0.595,0.765,
143,-0.565,0.755,
144,-0.54,0.745,
145,-0.525,0.695,
146,-0.51,0.66,
147,-0.525,0.6,
148,-0.515,0.585,
149,-0.47,0.575,
150,-0.445,0.545,
151,-0.41,0.515,
152,-0.4,0.455,
153,-0.39,0.4,
154,-0.37,0.355,
155,-0.345,0.34,
156,-0.3,0.32,
157,-0.29,0.285,
158,-0.25,0.245,
159,-0.235,0.205,
160,-0.23,0.175,
161,-0.22,0.185,
162,-0.19,0.165,
163,-0.165,0.15,
164,-0.16,0.12,
165,-0.16,0.115,
166,-0.165,0.105,
167,-0.15,0.115,
168,-0.15,0.11,
169,-0.15,0.07,
170,-0.155,0.065,
171,-0.165,0.045,
172,-0.16,0.045,
173,-0.155,0.07,
174,-0.15,0.08,
175,-0.155,0.055,
176,-0.155,0.04,
177,-0.165,0.03,
178,-0.16,0.035,
179,-0.145,0.05,
180,-0.165,0.065,
181,-0.165,0.05,
182,-0.17,0.04,
183,-0.175,0.035,
184,-0.175,0.05,
185,-0.16,0.05,
186,-0.155,0.055,
187,-0.155,0.055,
188,-0.17,0.03,
189,-0.205,0.05,
190,-0.195,0.045,
191,-0.185,0.07,
192,-0.165,0.075,
193,-0.175,0.06,
194,-0.19,0.05,
195,-0.2,0.04,
196,-0.205,0.05,
197,-0.185,0.07,
198,-0.165,0.075,
199,-0.155,0.075,
200,-0.17,0.055,
201,-0.195,0.05,
202,-0.215,0.035,
203,-0.205,0.06,
204,-0.195,0.085,
205,-0.19,0.07,
206,-0.19,0.065,
207,-0.195,0.05,
208,-0.205,0.045,
209,-0.195,0.075,
210,-0.185,0.075,
