,MLII,V1,symbol
0,-0.93,-0.16,
1,-0.93,-0.16,
2,-0.93,-0.16,
3,-0.93,-0.16,
4,-0.93,-0.16,
5,-0.93,-0.16,
6,-0.93,-0.16,
7,-0.93,-0.16,
8,-0.925,-0.16,
9,-0.925,-0.17,
10,-0.92,-0.16,
11,-0.915,-0.16,
12,-0.91,-0.15,
13,-0.9,-0.145,
14,-0.875,-0.135,
15,-0.87,-0.13,
16,-0.85,-0.125,
17,-0.84,-0.13,
18,-0.815,-0.13,
19,-0.815,-0.15,
20,-0.805,-0.17,
21,-0.785,-0.18,
22,-0.775,-0.175,
23,-0.77,-0.18,
24,-0.74,-0.185,
25,-0.735,-0.19,
26,-0.71,-0.19,
27,-0.7,-0.19,
28,-0.675,-0.19,
29,-0.67,-0.195,
30,-0.66,-0.21,
31,-0.655,-0.225,
32,-0.665,-0.235,
33,-0.66,-0.26,
34,-0.665,-0.27,
35,-0.665,-0.27,
36,-0.66,-0.27,
37,-0.67,-0.275,
38,-0.65,-0.265,
39,-0.655,-0.26,
40,-0.64,-0.255,
41,-0.63,-0.27,
42,-0.64,-0.285,
43,-0.635,-0.3,
44,-0.645,-0.31,
45,-0.65,-0.315,
46,-0.66,-0.325,
47,-0.665,-0.315,
48,-0.67,-0.315,
49,-0.665,-0.31,
50,-0.66,-0.315,
51,-0.65,-0.305,
52,-0.645,-0.31,
53,-0.65,-0.32,
54,-0.65,-0.315,
55,-0.65,-0.33,
56,-0.66,-0.345,
57,-0.67,-0.34,
58,-0.675,-0.35,
59,-0.68,-0.35,
60,-0.685,-0.34,
61,-0.69,-0.325,
62,-0.67,-0.33,
63,-0.675,-0.325,
64,-0.67,-0.32,
65,-0.675,-0.32,
66,-0.69,-0.33,
67,-0.695,-0.34,
68,-0.695,-0.345,
69,-0.68,-0.365,
70,-0.7,-0.36,
71,-0.695,-0.365,
72,-0.7,-0.355,
73,-0.695,-0.35,
74,-0.7,-0.34,
75,-0.69,-0.33,
76,-0.69,-0.335,
77,-0.695,-0.34,
78,-0.69,-0.335,
79,-0.695,-0.35,
80,-0.695,-0.35,
81,-0.7,-0.36,
82,-0.7,-0.36,
83,-0.7,-0.355,
84,-0.7,-0.36,
85,-0.7,-0.35,
86,-0.685,-0.34,
87,-0.685,-0.33,
88,-0.675,-0.335,
89,-0.67,-0.345,
90,-0.665,-0.35,
91,-0.67,-0.35,
92,-0.675,-0.37,
93,-0.67,-0.37,
